model,model_label,model_sort_key,experiment,condition,example_id,mode,prompt_variant,family,correct,segment,segment_label,layer,source,n_tokens,valid_tokens,low_lid_threshold,mean_lid,min_lid,max_lid,variance_lid,auc_lid,fraction_below_low_threshold,slope_lid,early_late_diff
Qwen_Qwen3-1.7B,1.7B,1.7,exp_b,repetitive_filler,gsm8k_test_000170,no_think,repetitive_filler,,False,full_output,no_think_full,13,per_sample,48,48,6.515721368789673,11.245325068632761,5.344574928283691,30.94409942626953,28.57425282329587,11.092465268804673,0.14583333333333334,0.034595404352460946,-0.3137569824854527
Qwen_Qwen3-1.7B,1.7B,1.7,exp_b,repetitive_filler,gsm8k_test_000170,no_think,repetitive_filler,,False,full_output,no_think_full,20,per_sample,48,48,6.6000312805175785,10.974041521549225,4.44219970703125,32.425594329833984,23.480366221668433,10.773912835628428,0.10416666666666667,4.7092164341284315,3.5858492851257324
Qwen_Qwen3-1.7B,1.7B,1.7,exp_c,no_think,gsm8k_test_000007,no_think,canonical,,False,full_output,no_think_full,6,cross_model,61,61,2.6719584465026855,12.16140854163248,3.980624198913574,60.26995849609375,104.91203599959053,11.628800098101298,0.0,-2.726641846610897,-0.9887498319149017
Qwen_Qwen3-1.7B,1.7B,1.7,exp_c,no_think,gsm8k_test_000007,no_think,canonical,,False,full_output,no_think_full,13,cross_model,61,61,4.444167137145996,12.041467690076985,4.635623455047607,55.573890686035156,74.63182894193324,11.941253892580667,0.0,1.7899320941321997,2.0716467201709747
Qwen_Qwen3-1.7B,1.7B,1.7,exp_c,no_think,gsm8k_test_000007,no_think,canonical,,False,full_output,no_think_full,20,cross_model,61,61,4.001826763153076,10.50377890321075,4.891204357147217,27.836734771728516,17.743832946973633,10.343993242581686,0.0,0.5917505055492694,0.27488330006599426
Qwen_Qwen3-1.7B,1.7B,1.7,exp_c,no_think,gsm8k_test_000031,no_think,canonical,,False,full_output,no_think_full,6,cross_model,66,66,2.6719584465026855,14.014596462249756,3.5252227783203125,85.0423812866211,161.46289985882066,13.32981645143949,0.0,4.707247158242047,4.209578738493079
Qwen_Qwen3-1.7B,1.7B,1.7,exp_c,no_think,gsm8k_test_000031,no_think,canonical,,False,full_output,no_think_full,13,cross_model,66,66,4.444167137145996,11.149357333327785,4.9098005294799805,34.61727523803711,28.634985878141574,11.012644723745492,0.0,1.1004448972207688,1.9971866888158463
Qwen_Qwen3-1.7B,1.7B,1.7,exp_c,no_think,gsm8k_test_000031,no_think,canonical,,False,full_output,no_think_full,20,cross_model,66,66,4.001826763153076,11.400629903330948,3.9033875465393066,32.850975036621094,28.249395040704403,11.206721173799954,0.015151515151515152,-0.4784152219868173,-0.35855124978458086
Qwen_Qwen3-1.7B,1.7B,1.7,exp_c,no_think,gsm8k_test_000054,no_think,canonical,,False,full_output,no_think_full,6,cross_model,42,42,2.6719584465026855,15.187352782204037,3.690182685852051,81.6535415649414,159.71971002835696,14.233363791209896,0.0,-0.8330595089351602,-1.9235180074518397
Qwen_Qwen3-1.7B,1.7B,1.7,exp_c,no_think,gsm8k_test_000054,no_think,canonical,,False,full_output,no_think_full,13,cross_model,42,42,4.444167137145996,11.084504399980817,5.5764570236206055,26.655658721923828,22.992074902226776,10.885714879850063,0.0,2.1073283388765187,-0.4622058001431544
Qwen_Qwen3-1.7B,1.7B,1.7,exp_c,no_think,gsm8k_test_000054,no_think,canonical,,False,full_output,no_think_full,20,cross_model,42,42,4.001826763153076,12.450183959234328,5.125533580780029,33.98591613769531,27.426592415623418,12.311880332667652,0.0,-1.7213298094233052,-0.7846017317338418
Qwen_Qwen3-1.7B,1.7B,1.7,exp_c,no_think,gsm8k_test_000361,no_think,canonical,,False,full_output,no_think_full,6,per_sample,58,58,2.6719584465026855,12.112282699552075,3.9378912448883057,53.112998962402344,79.74381170281937,11.665200747941672,0.0,3.9415178372802853,3.494016536076865
Qwen_Qwen3-1.7B,1.7B,1.7,exp_c,no_think,gsm8k_test_000361,no_think,canonical,,False,full_output,no_think_full,13,per_sample,58,58,4.444167137145996,11.202801613972104,5.639094352722168,35.949886322021484,35.7877707363466,11.04472919932583,0.0,2.9599157031832357,1.8060686747233081
Qwen_Qwen3-1.7B,1.7B,1.7,exp_c,no_think,gsm8k_test_000361,no_think,canonical,,False,full_output,no_think_full,20,per_sample,58,58,4.001826763153076,11.920447653737561,5.889484882354736,23.984254837036133,11.917647961608724,11.803829837263676,0.0,2.555770898826772,1.451343790690105
Qwen_Qwen3-1.7B,1.7B,1.7,exp_c,think,gsm8k_test_000007,think,canonical,,False,full_output,think_full,6,cross_model,256,256,2.6719584465026855,13.727405075915158,1.3408252000808716,108.22930145263672,315.19587808888036,13.664477073360034,0.0859375,6.745802837200443,5.616462709382176
Qwen_Qwen3-1.7B,1.7B,1.7,exp_c,think,gsm8k_test_000007,think,canonical,,False,full_output,think_full,13,cross_model,256,256,4.444167137145996,12.472948035690933,1.6956589221954346,61.601051330566406,114.49339312118316,12.37633159411357,0.1484375,4.740097239752644,4.038277044892311
Qwen_Qwen3-1.7B,1.7B,1.7,exp_c,think,gsm8k_test_000007,think,canonical,,False,full_output,think_full,20,cross_model,256,256,4.001826763153076,12.266371839679778,1.8223793506622314,75.0421142578125,104.34061734556491,12.22672736326003,0.1171875,0.47557111617472814,1.7806743755936623
Qwen_Qwen3-1.7B,1.7B,1.7,exp_c,think,gsm8k_test_000031,think,canonical,,True,full_output,think_full,6,cross_model,256,256,2.6719584465026855,13.836790299974382,2.0753793716430664,126.9462890625,333.40865795756923,13.641445517964215,0.04296875,-7.095220110912517,-6.30138686299324
Qwen_Qwen3-1.7B,1.7B,1.7,exp_c,think,gsm8k_test_000031,think,canonical,,True,full_output,think_full,13,cross_model,256,256,4.444167137145996,12.251074081286788,4.29114294052124,53.61460494995117,67.5566592749575,12.088291365905164,0.01953125,-2.7958236511170935,-2.244908258318901
Qwen_Qwen3-1.7B,1.7B,1.7,exp_c,think,gsm8k_test_000031,think,canonical,,True,full_output,think_full,20,cross_model,256,256,4.001826763153076,11.550579320639372,2.6440980434417725,50.881736755371094,72.39022907795902,11.455509676839956,0.05078125,-3.176601576935518,-2.450236923992634
Qwen_Qwen3-1.7B,1.7B,1.7,exp_c,think,gsm8k_test_000054,think,canonical,,False,full_output,think_full,6,cross_model,256,256,2.6719584465026855,11.776993248611689,1.151448369026184,117.53986358642578,311.296537132882,11.609558072976302,0.17578125,-12.669156969660438,-9.767258958891034
Qwen_Qwen3-1.7B,1.7B,1.7,exp_c,think,gsm8k_test_000054,think,canonical,,False,full_output,think_full,13,cross_model,256,256,4.444167137145996,12.802977503277361,2.003526449203491,105.0030746459961,181.0084857477502,12.668410295722758,0.14453125,-10.693175109227171,-8.039877112954855
Qwen_Qwen3-1.7B,1.7B,1.7,exp_c,think,gsm8k_test_000054,think,canonical,,False,full_output,think_full,20,cross_model,256,256,4.001826763153076,10.867026282474399,1.4313393831253052,63.13531494140625,81.97080869752084,10.783973040939427,0.17578125,-7.54988738500146,-5.679629996418953
Qwen_Qwen3-1.7B,1.7B,1.7,exp_c,think,gsm8k_test_000182,think,canonical,,False,full_output,think_full,6,per_sample,256,256,2.6719584465026855,10.717103825416416,1.6213915348052979,123.96620178222656,316.6198518228444,10.79654426027875,0.18359375,-7.147469496000999,-7.189437884837389
Qwen_Qwen3-1.7B,1.7B,1.7,exp_c,think,gsm8k_test_000182,think,canonical,,False,full_output,think_full,13,per_sample,256,256,4.444167137145996,10.245442971587181,2.468564987182617,103.33898162841797,85.98055055265469,10.269346453071732,0.17578125,-3.1868526560029045,-2.6797297969460487
Qwen_Qwen3-1.7B,1.7B,1.7,exp_c,think,gsm8k_test_000182,think,canonical,,False,full_output,think_full,20,per_sample,256,256,4.001826763153076,10.160241415724158,2.337775707244873,77.1993408203125,84.47694941424834,10.300241048182915,0.140625,-2.753830526606001,-3.063964545726776
Qwen_Qwen3-14B,14B,14.0,exp_a,constant_repetition,constant_repetition_apple,no_think,degenerate,constant_repetition,,full_output,no_think_full,6,cross_model,256,256,0.7113531827926636,4.416960193775594,1.8888709545135498,83.27046203613281,26.841769785025054,4.257301672928961,0.0,-0.29765649040929804,0.05534498393535614
Qwen_Qwen3-14B,14B,14.0,exp_a,constant_repetition,constant_repetition_apple,no_think,degenerate,constant_repetition,,full_output,no_think_full,13,cross_model,256,256,0.8934468507766724,6.228244134224951,2.4341812133789062,146.5946044921875,82.31065895721746,5.9486213384136075,0.0,-3.8374422628204723,-2.450350597500801
Qwen_Qwen3-14B,14B,14.0,exp_a,constant_repetition,constant_repetition_apple,no_think,degenerate,constant_repetition,,full_output,no_think_full,20,cross_model,256,256,2.158887577056885,8.262946994043887,2.8498528003692627,100.55917358398438,41.54913459276814,8.083492118242548,0.0,-4.886893535340169,-3.407083984464407
Qwen_Qwen3-14B,14B,14.0,exp_a,constant_repetition,constant_repetition_data,no_think,degenerate,constant_repetition,,full_output,no_think_full,6,cross_model,256,256,0.7113531827926636,5.072081448510289,1.8032290935516357,141.6514434814453,77.21872430802729,4.808546654639706,0.0,-0.4943417436712354,0.40719278901815414
Qwen_Qwen3-14B,14B,14.0,exp_a,constant_repetition,constant_repetition_data,no_think,degenerate,constant_repetition,,full_output,no_think_full,13,cross_model,256,256,0.8934468507766724,8.862715810537338,3.3334174156188965,238.37208557128906,216.2785410334983,8.418920936006488,0.0,-3.3931800244572368,-1.5552159138023853
Qwen_Qwen3-14B,14B,14.0,exp_a,constant_repetition,constant_repetition_data,no_think,degenerate,constant_repetition,,full_output,no_think_full,20,cross_model,256,256,2.158887577056885,9.809115190058947,4.136130332946777,87.33430480957031,36.25558585756792,9.66539701804854,0.0,0.5435361618897615,0.8059450760483742
Qwen_Qwen3-14B,14B,14.0,exp_a,constant_repetition,constant_repetition_null,no_think,degenerate,constant_repetition,,full_output,no_think_full,6,cross_model,256,256,0.7113531827926636,4.769531840924174,1.7013362646102905,52.01563262939453,13.217612177097287,4.679500066464946,0.0,0.09818270117377693,0.2946003805845976
Qwen_Qwen3-14B,14B,14.0,exp_a,constant_repetition,constant_repetition_null,no_think,degenerate,constant_repetition,,full_output,no_think_full,13,cross_model,256,256,0.8934468507766724,8.475189403630793,3.476618766784668,140.51284790039062,76.8244371734189,8.219934928102578,0.0,-0.5275084481587246,-0.08957956358790398
Qwen_Qwen3-14B,14B,14.0,exp_a,constant_repetition,constant_repetition_null,no_think,degenerate,constant_repetition,,full_output,no_think_full,20,cross_model,256,256,2.158887577056885,9.72256632335484,4.001574993133545,211.9199981689453,174.2507868771079,9.330761388133581,0.0,-4.597498282027184,-3.25521981716156
Qwen_Qwen3-14B,14B,14.0,exp_a,constant_repetition,constant_repetition_zero,no_think,degenerate,constant_repetition,,full_output,no_think_full,6,per_sample,256,256,0.7113531827926636,5.229849533177912,1.7821747064590454,69.21514129638672,19.883592154694092,5.105753357575902,0.0,1.0335150374653674,1.0800092555582523
Qwen_Qwen3-14B,14B,14.0,exp_a,constant_repetition,constant_repetition_zero,no_think,degenerate,constant_repetition,,full_output,no_think_full,13,per_sample,256,256,0.8934468507766724,8.073799987323582,2.226494550704956,70.1082763671875,25.88351865100868,7.956716597837668,0.0,-0.3261640831956681,0.07027411460876465
Qwen_Qwen3-14B,14B,14.0,exp_a,constant_repetition,constant_repetition_zero,no_think,degenerate,constant_repetition,,full_output,no_think_full,20,per_sample,256,256,2.158887577056885,10.28707462362945,4.284269332885742,93.49083709716797,37.74311634851272,10.12408877281383,0.0,0.2853827327552218,0.07482845336198807
Qwen_Qwen3-14B,14B,14.0,exp_a,regular_gsm8k_nothink,gsm8k_test_000135,no_think,canonical,regular_gsm8k_nothink,,full_output,no_think_full,6,cross_model,45,45,0.7113531827926636,19.202520036697386,2.8114469051361084,81.95745086669922,333.49302263759307,18.826912278478797,0.0,-21.60700062737946,-19.970457474390663
Qwen_Qwen3-14B,14B,14.0,exp_a,regular_gsm8k_nothink,gsm8k_test_000135,no_think,canonical,regular_gsm8k_nothink,,full_output,no_think_full,13,cross_model,45,45,0.8934468507766724,11.70010977321201,3.9831771850585938,31.16091537475586,39.31123148190899,11.63394234939055,0.0,-8.663752181288114,-8.300144930680592
Qwen_Qwen3-14B,14B,14.0,exp_a,regular_gsm8k_nothink,gsm8k_test_000135,no_think,canonical,regular_gsm8k_nothink,,full_output,no_think_full,20,cross_model,45,45,2.158887577056885,13.076185756259495,5.030588150024414,25.127548217773438,32.83819504914359,12.959632071581753,0.0,-5.872811477771689,-7.19626537958781
Qwen_Qwen3-14B,14B,14.0,exp_a,regular_gsm8k_nothink,gsm8k_test_000153,no_think,canonical,regular_gsm8k_nothink,,full_output,no_think_full,6,cross_model,46,46,0.7113531827926636,18.63181962655938,2.8267579078674316,137.68682861328125,444.1137506528608,18.164882940716208,0.0,-8.721556942072542,-5.659381588300068
Qwen_Qwen3-14B,14B,14.0,exp_a,regular_gsm8k_nothink,gsm8k_test_000153,no_think,canonical,regular_gsm8k_nothink,,full_output,no_think_full,13,cross_model,46,46,0.8934468507766724,11.070264546767525,3.0065250396728516,25.08858871459961,21.658192251135265,10.945544751485189,0.0,-1.408745502785994,0.14773015181223492
Qwen_Qwen3-14B,14B,14.0,exp_a,regular_gsm8k_nothink,gsm8k_test_000153,no_think,canonical,regular_gsm8k_nothink,,full_output,no_think_full,20,cross_model,46,46,2.158887577056885,11.798684996107351,3.779367685317993,33.49231719970703,39.8804921346635,11.711322079764471,0.0,-1.9912963727356474,-0.8821993668874093
Qwen_Qwen3-14B,14B,14.0,exp_a,regular_gsm8k_nothink,gsm8k_test_000180,no_think,canonical,regular_gsm8k_nothink,,full_output,no_think_full,6,cross_model,39,39,0.7113531827926636,14.92240510842739,4.24650239944458,53.77000045776367,171.29424045613771,14.40731386134499,0.0,-2.7869164613577,-0.10267467498779226
Qwen_Qwen3-14B,14B,14.0,exp_a,regular_gsm8k_nothink,gsm8k_test_000180,no_think,canonical,regular_gsm8k_nothink,,full_output,no_think_full,13,cross_model,39,39,0.8934468507766724,12.408129740984013,5.1378493309021,27.224699020385742,35.54272289255558,12.222111651771948,0.0,-3.8022669572096532,-3.2418099403381344
Qwen_Qwen3-14B,14B,14.0,exp_a,regular_gsm8k_nothink,gsm8k_test_000180,no_think,canonical,regular_gsm8k_nothink,,full_output,no_think_full,20,cross_model,39,39,2.158887577056885,12.340026757656,4.914793014526367,26.74935531616211,26.128447492156287,12.26700436441522,0.0,-4.667189997893119,-4.0092186450958245
Qwen_Qwen3-14B,14B,14.0,exp_a,regular_gsm8k_nothink,gsm8k_test_000800,no_think,canonical,regular_gsm8k_nothink,,full_output,no_think_full,6,per_sample,59,59,0.7113531827926636,16.00547582012112,4.660931587219238,84.66481018066406,208.60689365458634,15.672732418981095,0.0,-4.491540538658548,-3.8394965171813986
Qwen_Qwen3-14B,14B,14.0,exp_a,regular_gsm8k_nothink,gsm8k_test_000800,no_think,canonical,regular_gsm8k_nothink,,full_output,no_think_full,13,per_sample,59,59,0.8934468507766724,12.678293721150544,5.094290733337402,40.483821868896484,39.55872287688988,12.569311627026261,0.0,0.45881279444289624,0.6502783775329579
Qwen_Qwen3-14B,14B,14.0,exp_a,regular_gsm8k_nothink,gsm8k_test_000800,no_think,canonical,regular_gsm8k_nothink,,full_output,no_think_full,20,per_sample,59,59,2.158887577056885,12.613370450876527,5.3553056716918945,34.850372314453125,27.130725295870644,12.55240381997207,0.0,-1.1074397539688485,-0.9046323458353669
Qwen_Qwen3-14B,14B,14.0,exp_a,short_cycle_repetition,short_cycle_repetition_01,no_think,degenerate,short_cycle_repetition,,full_output,no_think_full,6,cross_model,41,41,0.7113531827926636,1.6697308217606894,0.5638507008552551,31.857839584350586,23.213563535851755,1.265917451679707,0.6097560975609756,2.9582864071018626,1.8228234323588286
Qwen_Qwen3-14B,14B,14.0,exp_a,short_cycle_repetition,short_cycle_repetition_01,no_think,degenerate,short_cycle_repetition,,full_output,no_think_full,13,cross_model,41,41,0.8934468507766724,4.65582118383268,0.687805712223053,63.38064956665039,125.48671371070213,3.705007946491242,0.4878048780487805,-3.2280697739497954,-2.8748960440809066
Qwen_Qwen3-14B,14B,14.0,exp_a,short_cycle_repetition,short_cycle_repetition_01,no_think,degenerate,short_cycle_repetition,,full_output,no_think_full,20,cross_model,41,41,2.158887577056885,6.778293269436534,1.1646578311920166,94.50878143310547,226.63451384695605,5.559622821211816,0.5609756097560976,-0.7254164667494881,-1.836250045082787
Qwen_Qwen3-14B,14B,14.0,exp_a,short_cycle_repetition,short_cycle_repetition_02,no_think,degenerate,short_cycle_repetition,,full_output,no_think_full,6,cross_model,33,33,0.7113531827926636,2.7018411827809885,0.8083492517471313,36.68217468261719,39.30056394003605,2.0451485235244036,0.0,2.7703188778882373,1.5926577316390147
Qwen_Qwen3-14B,14B,14.0,exp_a,short_cycle_repetition,short_cycle_repetition_02,no_think,degenerate,short_cycle_repetition,,full_output,no_think_full,13,cross_model,33,33,0.8934468507766724,4.10437781160528,0.9406677484512329,39.47727966308594,57.26332614805782,3.3143842592835426,0.0,-2.224244064188254,-2.1256826056374445
Qwen_Qwen3-14B,14B,14.0,exp_a,short_cycle_repetition,short_cycle_repetition_02,no_think,degenerate,short_cycle_repetition,,full_output,no_think_full,20,cross_model,33,33,2.158887577056885,5.712374567985535,1.63045072555542,25.733217239379883,39.406383937593105,5.357268508523703,0.3333333333333333,-13.268572455421474,-10.21642033259074
Qwen_Qwen3-14B,14B,14.0,exp_a,short_cycle_repetition,short_cycle_repetition_03,no_think,degenerate,short_cycle_repetition,,full_output,no_think_full,6,cross_model,57,57,0.7113531827926636,2.947204714281517,0.7392445802688599,82.78721618652344,115.01159212300946,2.224752953009948,0.0,5.968536767249963,3.68878960609436
Qwen_Qwen3-14B,14B,14.0,exp_a,short_cycle_repetition,short_cycle_repetition_03,no_think,degenerate,short_cycle_repetition,,full_output,no_think_full,13,cross_model,57,57,0.8934468507766724,4.534985404265554,0.9966609477996826,75.8395004272461,110.02097120822167,3.67829278111458,0.0,-0.5054036969498111,-1.1087205886840819
Qwen_Qwen3-14B,14B,14.0,exp_a,short_cycle_repetition,short_cycle_repetition_03,no_think,degenerate,short_cycle_repetition,,full_output,no_think_full,20,cross_model,57,57,2.158887577056885,6.448540442868283,1.3958563804626465,33.31074142456055,41.42700774410135,6.130865622844015,0.21052631578947367,-6.980797364361286,-5.368706822395325
Qwen_Qwen3-14B,14B,14.0,exp_a,short_cycle_repetition,short_cycle_repetition_04,no_think,degenerate,short_cycle_repetition,,full_output,no_think_full,6,per_sample,33,33,0.7113531827926636,2.3119808597998186,0.7995847463607788,29.277915954589844,24.095693066734764,1.8322754185646772,0.0,2.234065952785514,1.2488620479901629
Qwen_Qwen3-14B,14B,14.0,exp_a,short_cycle_repetition,short_cycle_repetition_04,no_think,degenerate,short_cycle_repetition,,full_output,no_think_full,13,per_sample,33,33,0.8934468507766724,4.339089892127297,0.9363191723823547,65.75672912597656,124.68134780546684,3.257609151303768,0.0,5.097656605715422,2.7538635995652943
Qwen_Qwen3-14B,14B,14.0,exp_a,short_cycle_repetition,short_cycle_repetition_04,no_think,degenerate,short_cycle_repetition,,full_output,no_think_full,20,per_sample,33,33,2.158887577056885,4.733385002974308,1.537854790687561,20.852733612060547,21.230746820539665,4.567234847694635,0.36363636363636365,-8.833115807191568,-6.657082941797045
Qwen_Qwen3-14B,14B,14.0,exp_a,templatic_repetition,templatic_repetition_01,no_think,degenerate,templatic_repetition,,full_output,no_think_full,6,cross_model,153,153,0.7113531827926636,3.4804634405117407,0.5776188969612122,330.94000244140625,706.7600915504291,2.405442000611827,0.29411764705882354,11.021504837895337,7.052588675266657
Qwen_Qwen3-14B,14B,14.0,exp_a,templatic_repetition,templatic_repetition_01,no_think,degenerate,templatic_repetition,,full_output,no_think_full,13,cross_model,153,153,0.8934468507766724,2.30599769190246,0.7005789875984192,66.7297592163086,31.310662775031304,2.063731086097264,0.29411764705882354,-1.3257139245456482,-1.2879672646522526
Qwen_Qwen3-14B,14B,14.0,exp_a,templatic_repetition,templatic_repetition_01,no_think,degenerate,templatic_repetition,,full_output,no_think_full,20,cross_model,153,153,2.158887577056885,5.078233388514301,1.2960007190704346,42.95851135253906,27.349896698174906,4.925087357822216,0.24836601307189543,-6.285541282162757,-4.87349297144474
Qwen_Qwen3-14B,14B,14.0,exp_a,templatic_repetition,templatic_repetition_02,no_think,degenerate,templatic_repetition,,full_output,no_think_full,6,cross_model,153,153,0.7113531827926636,3.8823128665973936,0.5755906701087952,395.43536376953125,1009.8525279187871,2.597941532731049,0.2875816993464052,13.54486853277407,8.726238620586885
Qwen_Qwen3-14B,14B,14.0,exp_a,templatic_repetition,templatic_repetition_02,no_think,degenerate,templatic_repetition,,full_output,no_think_full,13,cross_model,153,153,0.8934468507766724,2.2104855584942436,0.6945099830627441,57.520179748535156,23.816266740945103,1.999961006406105,0.30718954248366015,-1.5959553636301216,-1.450534456815475
Qwen_Qwen3-14B,14B,14.0,exp_a,templatic_repetition,templatic_repetition_02,no_think,degenerate,templatic_repetition,,full_output,no_think_full,20,cross_model,153,153,2.158887577056885,5.314782207308252,1.2693440914154053,48.7862663269043,39.60267133034941,5.138063147664068,0.22875816993464052,-7.023153012843712,-5.470343800691458
Qwen_Qwen3-14B,14B,14.0,exp_a,templatic_repetition,templatic_repetition_03,no_think,degenerate,templatic_repetition,,full_output,no_think_full,6,cross_model,153,153,0.7113531827926636,4.64131006306293,0.5738497376441956,512.5402221679688,1698.3025608210507,2.976806828850185,0.3006535947712418,18.059366236426367,11.717856151935381
Qwen_Qwen3-14B,14B,14.0,exp_a,templatic_repetition,templatic_repetition_03,no_think,degenerate,templatic_repetition,,full_output,no_think_full,13,cross_model,153,153,0.8934468507766724,2.155968366105572,0.7095543146133423,53.042808532714844,20.500402026997826,1.9632860445662539,0.3006535947712418,-1.6878847178837217,-1.4955532138164225
Qwen_Qwen3-14B,14B,14.0,exp_a,templatic_repetition,templatic_repetition_03,no_think,degenerate,templatic_repetition,,full_output,no_think_full,20,cross_model,153,153,2.158887577056885,5.197228275093377,1.2398381233215332,42.43251419067383,34.255186439554436,5.0427580279739255,0.2222222222222222,-7.146671507720998,-5.430112994634188
Qwen_Qwen3-14B,14B,14.0,exp_a,templatic_repetition,templatic_repetition_05,no_think,degenerate,templatic_repetition,,full_output,no_think_full,6,per_sample,169,169,0.7113531827926636,3.125364551882772,0.5802448391914368,302.64599609375,535.2702837229405,2.234760129026001,0.24260355029585798,8.787622119116529,5.578012035336606
Qwen_Qwen3-14B,14B,14.0,exp_a,templatic_repetition,templatic_repetition_05,no_think,degenerate,templatic_repetition,,full_output,no_think_full,13,per_sample,169,169,0.8934468507766724,2.4831639595285675,0.727429986000061,93.67431640625,53.665208857036696,2.182614217556657,0.25443786982248523,-0.6698801100814215,-0.8739923529846725
Qwen_Qwen3-14B,14B,14.0,exp_a,templatic_repetition,templatic_repetition_05,no_think,degenerate,templatic_repetition,,full_output,no_think_full,20,per_sample,169,169,2.158887577056885,5.036949612685209,1.2628824710845947,34.708534240722656,22.521132393268527,4.941993430256844,0.21301775147928995,-6.6960748937874355,-5.346769992695298
Qwen_Qwen3-14B,14B,14.0,exp_b,canonical,gsm8k_test_000003,no_think,canonical,,True,full_output,no_think_full,6,cross_model,57,57,5.172049140930175,11.638283235984936,3.70977783203125,42.23527908325195,79.98977600763996,11.314001943383902,0.12280701754385964,4.148487065102357,4.095225238800049
Qwen_Qwen3-14B,14B,14.0,exp_b,canonical,gsm8k_test_000003,no_think,canonical,,True,full_output,no_think_full,13,cross_model,57,57,5.794246482849121,10.02981862687228,4.445554733276367,20.280881881713867,11.820728082236986,9.934962647301811,0.10526315789473684,1.9196337113146769,1.2727579116821275
Qwen_Qwen3-14B,14B,14.0,exp_b,canonical,gsm8k_test_000003,no_think,canonical,,True,full_output,no_think_full,20,cross_model,57,57,6.940962600708008,10.957219358076129,4.79682731628418,24.428905487060547,16.470691124637177,10.87878623179027,0.10526315789473684,-0.9466905282326963,-1.5534084637959804
Qwen_Qwen3-14B,14B,14.0,exp_b,canonical,gsm8k_test_000010,no_think,canonical,,False,full_output,no_think_full,6,cross_model,52,52,5.172049140930175,13.261558706943806,4.661134243011475,49.712581634521484,104.58900195391806,12.874177381104113,0.15384615384615385,-5.0630600514709485,-5.4568712161137505
Qwen_Qwen3-14B,14B,14.0,exp_b,canonical,gsm8k_test_000010,no_think,canonical,,False,full_output,no_think_full,13,cross_model,52,52,5.794246482849121,10.864352171237652,4.256160736083984,24.069826126098633,21.703912732015457,10.71378126331404,0.057692307692307696,-3.255154549469964,-3.7926009985116806
Qwen_Qwen3-14B,14B,14.0,exp_b,canonical,gsm8k_test_000010,no_think,canonical,,False,full_output,no_think_full,20,cross_model,52,52,6.940962600708008,11.267008029497587,4.413628101348877,24.812833786010742,18.55724976472463,11.22674191231821,0.1346153846153846,-3.3784299014441728,-2.827881592970627
Qwen_Qwen3-14B,14B,14.0,exp_b,canonical,gsm8k_test_000052,no_think,canonical,,False,full_output,no_think_full,6,cross_model,59,59,5.172049140930175,17.552031921128094,4.826046943664551,81.5915756225586,207.33769857585824,17.321278736509125,0.03389830508474576,-15.653744094654682,-11.622391351064046
Qwen_Qwen3-14B,14B,14.0,exp_b,canonical,gsm8k_test_000052,no_think,canonical,,False,full_output,no_think_full,13,cross_model,59,59,5.794246482849121,13.953460127620374,4.815612316131592,42.85428237915039,57.80195065294937,13.878766133867463,0.1016949152542373,-13.599178168733255,-10.115679105122883
Qwen_Qwen3-14B,14B,14.0,exp_b,canonical,gsm8k_test_000052,no_think,canonical,,False,full_output,no_think_full,20,cross_model,59,59,6.940962600708008,13.575160786256951,4.678630352020264,28.705217361450195,30.604013204116015,13.530516501130728,0.1016949152542373,-6.833592516688997,-5.512118752797443
Qwen_Qwen3-14B,14B,14.0,exp_b,canonical,gsm8k_test_000993,no_think,canonical,,False,full_output,no_think_full,6,per_sample,65,65,5.172049140930175,14.92925287760221,2.886658191680908,63.834808349609375,193.12047467959897,14.690159309655428,0.26153846153846155,0.33018203148474085,2.038262437371646
Qwen_Qwen3-14B,14B,14.0,exp_b,canonical,gsm8k_test_000993,no_think,canonical,,False,full_output,no_think_full,13,per_sample,65,65,5.794246482849121,10.881007686028113,3.738243341445923,37.335514068603516,44.007689262028514,10.781735174357891,0.24615384615384617,-0.9064158833110305,-0.2949399387135223
Qwen_Qwen3-14B,14B,14.0,exp_b,canonical,gsm8k_test_000993,no_think,canonical,,False,full_output,no_think_full,20,per_sample,65,65,6.940962600708008,13.1334594139686,4.732088565826416,30.868125915527344,48.17938213028633,13.075432606041431,0.18461538461538463,0.277236821101258,-0.5357843006358429
Qwen_Qwen3-14B,14B,14.0,exp_b,irrelevant_context,gsm8k_test_000003,no_think,irrelevant_context,,True,full_output,no_think_full,6,cross_model,65,65,5.172049140930175,15.25184738452618,5.586049556732178,68.05339813232422,169.5140135344584,14.939400047063828,0.0,1.4020116966087444,-1.3520474153406496
Qwen_Qwen3-14B,14B,14.0,exp_b,irrelevant_context,gsm8k_test_000003,no_think,irrelevant_context,,True,full_output,no_think_full,13,cross_model,65,65,5.794246482849121,11.792216088221624,4.971168041229248,39.7412223815918,37.38298041596466,11.725597351789474,0.07692307692307693,-1.1688124716698776,-1.2035250663757324
Qwen_Qwen3-14B,14B,14.0,exp_b,irrelevant_context,gsm8k_test_000003,no_think,irrelevant_context,,True,full_output,no_think_full,20,cross_model,65,65,6.940962600708008,11.926490211486817,5.483958721160889,25.99561309814453,16.754860351855477,11.841340333223343,0.06153846153846154,-4.319319699694236,-3.530753247878131
