model,model_label,model_sort_key,experiment,condition,example_id,mode,prompt_variant,family,correct,segment,segment_label,layer,source,n_tokens,valid_tokens,low_lid_threshold,mean_lid,min_lid,max_lid,variance_lid,auc_lid,fraction_below_low_threshold,slope_lid,early_late_diff,boundary_jump_answer_minus_thinking
Qwen_Qwen3-1.7B,1.7B,1.7,exp_c,think,gsm8k_test_001317,think,canonical,,True,answer_segment,think_answer,20,exp_c_segment_sample,57,57,4.729562854766845,13.012880685036642,4.280876636505127,28.779767990112305,29.378009264029018,12.89671130691256,0.03508771929824561,-3.656272213169113,-3.081453673044841,0.060812950134277344
Qwen_Qwen3-1.7B,1.7B,1.7,exp_c,think,gsm8k_test_001317,think,canonical,,True,thinking_segment,thinking,6,exp_c_segment_sample,256,256,3.0750386714935307,13.731244198977947,2.594787120819092,111.03649139404297,272.8702175158526,13.989138947030291,0.0546875,-9.841855425143667,-7.270536243915558,-1.4904708862304688
Qwen_Qwen3-1.7B,1.7B,1.7,exp_c,think,gsm8k_test_001317,think,canonical,,True,thinking_segment,thinking,13,exp_c_segment_sample,256,256,4.8619797706604,11.333015371114016,3.1860291957855225,42.672698974609375,33.12263449361748,11.31243311484348,0.078125,-5.123311604446291,-3.5627973303198814,-0.4103546142578125
Qwen_Qwen3-1.7B,1.7B,1.7,exp_c,think,gsm8k_test_001317,think,canonical,,True,thinking_segment,thinking,20,exp_c_segment_sample,256,256,4.729562854766845,12.781979308463633,2.8894460201263428,58.26206588745117,56.95058266539209,12.82983420806502,0.0703125,-1.3927570664841824,-0.7616425305604935,0.060812950134277344
Qwen_Qwen3-14B,14B,14.0,exp_c,no_think,gsm8k_test_000042,no_think,canonical,,True,answer_segment,no_think_answer,6,exp_c_segment_sample,38,38,3.094149351119995,14.632874928022686,4.315476894378662,43.62310028076172,90.69559782460263,14.362532345024315,0.0,-3.5140004119409785,-1.575057649612429,-2.136566162109375
Qwen_Qwen3-14B,14B,14.0,exp_c,no_think,gsm8k_test_000042,no_think,canonical,,True,answer_segment,no_think_answer,13,exp_c_segment_sample,38,38,4.653426647186279,10.696717387751528,4.271279811859131,19.960744857788086,22.465779568007733,10.551207387769544,0.05263157894736842,-4.346928916962052,-3.96632137298584,-4.701356887817383
Qwen_Qwen3-14B,14B,14.0,exp_c,no_think,gsm8k_test_000042,no_think,canonical,,True,answer_segment,no_think_answer,20,exp_c_segment_sample,38,38,6.1318488121032715,12.156046478371872,4.410064697265625,34.526512145996094,38.61002483055182,12.078166214195457,0.15789473684210525,-4.802890493802218,-5.169323587417603,6.336676597595215
Qwen_Qwen3-14B,14B,14.0,exp_c,no_think,gsm8k_test_000070,no_think,canonical,,False,answer_segment,no_think_answer,6,exp_c_segment_sample,51,51,3.094149351119995,15.77930134417964,4.249578475952148,75.92863464355469,189.99721872388858,15.544826736450196,0.0,-15.728982992301685,-10.312340076153093,-19.301769256591797
Qwen_Qwen3-14B,14B,14.0,exp_c,no_think,gsm8k_test_000070,no_think,canonical,,False,answer_segment,no_think_answer,13,exp_c_segment_sample,51,51,4.653426647186279,14.223293561561436,2.8064639568328857,38.98469924926758,70.49809686054321,14.171567683219909,0.09803921568627451,-11.542580382316883,-8.22902352993305,-5.995293617248535
Qwen_Qwen3-14B,14B,14.0,exp_c,no_think,gsm8k_test_000070,no_think,canonical,,False,answer_segment,no_think_answer,20,exp_c_segment_sample,51,51,6.1318488121032715,13.109158525279923,3.3616855144500732,33.068843841552734,52.23337564402297,13.13161253929138,0.1568627450980392,-8.976362679339092,-7.329314103493326,-0.4415884017944336
Qwen_Qwen3-14B,14B,14.0,exp_c,no_think,gsm8k_test_000088,no_think,canonical,,True,answer_segment,no_think_answer,6,exp_c_segment_sample,46,46,3.094149351119995,15.206485737924991,3.2209653854370117,80.81040954589844,199.50314802069622,14.92141457663642,0.0,-5.990695433303447,-4.554143071174622,-3.859628677368164
Qwen_Qwen3-14B,14B,14.0,exp_c,no_think,gsm8k_test_000088,no_think,canonical,,True,answer_segment,no_think_answer,13,exp_c_segment_sample,46,46,4.653426647186279,12.3018631675969,3.956082582473755,26.730161666870117,33.549373648207556,12.16050361527337,0.043478260869565216,-6.055655849299755,-4.153155287106831,-8.342626571655273
Qwen_Qwen3-14B,14B,14.0,exp_c,no_think,gsm8k_test_000088,no_think,canonical,,True,answer_segment,no_think_answer,20,exp_c_segment_sample,46,46,6.1318488121032715,12.393541512281999,5.015317916870117,22.06292152404785,22.840153150038518,12.299322329627143,0.043478260869565216,-7.1155232373042665,-6.735165953636171,3.6328258514404297
Qwen_Qwen3-14B,14B,14.0,exp_c,no_think,gsm8k_test_000227,no_think,canonical,,False,answer_segment,no_think_answer,6,exp_c_segment_sample,74,74,3.094149351119995,16.403439128721082,2.0177621841430664,104.65591430664062,394.3915111059967,16.020136918107127,0.22972972972972974,-21.74953339654045,-21.403256466514186,12.852977752685547
Qwen_Qwen3-14B,14B,14.0,exp_c,no_think,gsm8k_test_000227,no_think,canonical,,False,answer_segment,no_think_answer,13,exp_c_segment_sample,74,74,4.653426647186279,12.105562902785636,2.8856167793273926,44.1944580078125,73.95373674539537,11.939682656771515,0.14864864864864866,-5.7763707416122045,-5.173800493541517,-0.008337020874023438
Qwen_Qwen3-14B,14B,14.0,exp_c,no_think,gsm8k_test_000227,no_think,canonical,,False,answer_segment,no_think_answer,20,exp_c_segment_sample,74,74,6.1318488121032715,10.994585117778263,3.208590269088745,33.5166130065918,34.43692442782395,10.938621661434436,0.14864864864864866,-0.07595132492683984,-0.12423224198190752,1.6496591567993164
Qwen_Qwen3-14B,14B,14.0,exp_c,no_think,gsm8k_test_000257,no_think,canonical,,True,answer_segment,no_think_answer,6,exp_c_segment_sample,59,59,3.094149351119995,16.98825954986831,4.235373497009277,83.42778778076172,254.32766706984995,16.740342740354865,0.0,-9.033495500532272,-3.302066167195637,5.811248779296875
Qwen_Qwen3-14B,14B,14.0,exp_c,no_think,gsm8k_test_000257,no_think,canonical,,True,answer_segment,no_think_answer,13,exp_c_segment_sample,59,59,4.653426647186279,11.024238933951167,4.996728897094727,23.289642333984375,16.273803275662146,10.93901800287181,0.0,-1.7750782320054987,-0.47913751602172816,2.163844108581543
