model,model_label,experiment,layer,valid_pair,model_sort_key,hidden_dim,lid_value_normalization,example_id,prompt_variant,think_answer_lid,no_think_answer_lid,answer_lid_diff,think_correct,no_think_correct,think_answer_tokens,no_think_answer_tokens,raw_think_answer_lid,raw_no_think_answer_lid,raw_answer_lid_diff
Qwen_Qwen3-4B,4B,exp_c,6,True,4.0,2560,hidden_dim,gsm8k_test_000460,canonical,0.005074401944875717,0.0059383220970630635,-0.0008639201521873476,True,False,40.0,47.0,12.990468978881836,15.202104568481444,-2.21163558959961
Qwen_Qwen3-4B,4B,exp_c,13,True,4.0,2560,hidden_dim,gsm8k_test_000460,canonical,0.00475868172943592,0.005219016224145889,-0.0004603344947099686,True,False,40.0,47.0,12.182225227355955,13.360681533813477,-1.1784563064575195
Qwen_Qwen3-4B,4B,exp_c,20,True,4.0,2560,hidden_dim,gsm8k_test_000460,canonical,0.004175765067338943,0.004301818460226059,-0.00012605339288711547,True,False,40.0,47.0,10.689958572387695,11.012655258178713,-0.3226966857910156
Qwen_Qwen3-4B,4B,exp_c,6,True,4.0,2560,hidden_dim,gsm8k_test_000472,canonical,0.005341820046305656,0.004570659250020982,0.0007711607962846756,True,True,47.0,42.0,13.67505931854248,11.700887680053713,1.9741716384887695
Qwen_Qwen3-4B,4B,exp_c,13,True,4.0,2560,hidden_dim,gsm8k_test_000472,canonical,0.005037612468004227,0.004643580317497254,0.00039403215050697326,True,True,47.0,42.0,12.89628791809082,11.887565612792969,1.0087223052978516
Qwen_Qwen3-4B,4B,exp_c,20,True,4.0,2560,hidden_dim,gsm8k_test_000472,canonical,0.004620241746306419,0.004592659696936608,2.758204936981199e-05,True,True,47.0,42.0,11.827818870544434,11.757208824157717,0.0706100463867187
Qwen_Qwen3-4B,4B,exp_c,6,True,4.0,2560,hidden_dim,gsm8k_test_000491,canonical,0.005395817011594772,0.00555141232907772,-0.0001555953174829483,True,True,41.0,39.0,13.813291549682615,14.211615562438965,-0.3983240127563476
Qwen_Qwen3-4B,4B,exp_c,13,True,4.0,2560,hidden_dim,gsm8k_test_000491,canonical,0.0045976854860782625,0.004653064161539078,-5.537867546081543e-05,True,True,41.0,39.0,11.770074844360352,11.91184425354004,-0.1417694091796875
Qwen_Qwen3-4B,4B,exp_c,20,True,4.0,2560,hidden_dim,gsm8k_test_000491,canonical,0.004450583085417748,0.004499686881899834,-4.910379648208617e-05,True,True,41.0,39.0,11.393492698669434,11.519198417663574,-0.1257057189941406
Qwen_Qwen3-4B,4B,exp_c,6,True,4.0,2560,hidden_dim,gsm8k_test_000503,canonical,0.0046064343303442,0.005190238729119301,-0.0005838043987751007,True,False,50.0,51.0,11.792471885681152,13.28701114654541,-1.4945392608642578
Qwen_Qwen3-4B,4B,exp_c,13,True,4.0,2560,hidden_dim,gsm8k_test_000503,canonical,0.004073202610015868,0.004118513688445092,-4.531107842922211e-05,True,False,50.0,51.0,10.427398681640623,10.543395042419434,-0.1159963607788086
Qwen_Qwen3-4B,4B,exp_c,20,True,4.0,2560,hidden_dim,gsm8k_test_000503,canonical,0.004161570593714714,0.004409289732575416,-0.00024771913886070254,True,False,50.0,51.0,10.653620719909668,11.287781715393066,-0.6341609954833984
Qwen_Qwen3-4B,4B,exp_c,6,True,4.0,2560,hidden_dim,gsm8k_test_000509,canonical,0.004577005282044411,0.004747483879327774,-0.00017047859728336332,True,True,43.0,45.0,11.717133522033691,12.153558731079102,-0.4364252090454101
Qwen_Qwen3-4B,4B,exp_c,13,True,4.0,2560,hidden_dim,gsm8k_test_000509,canonical,0.004770486801862718,0.005103719979524612,-0.0003332331776618958,True,True,43.0,45.0,12.212446212768556,13.065523147583008,-0.8530769348144531
Qwen_Qwen3-4B,4B,exp_c,20,True,4.0,2560,hidden_dim,gsm8k_test_000509,canonical,0.004501484706997872,0.004891366511583328,-0.00038988180458545687,True,True,43.0,45.0,11.52380084991455,12.52189826965332,-0.9980974197387696
Qwen_Qwen3-4B,4B,exp_c,6,True,4.0,2560,hidden_dim,gsm8k_test_000514,canonical,0.004915070533752441,0.004097781702876091,0.0008172888308763504,True,False,64.0,44.0,12.58258056640625,10.490321159362791,2.092259407043457
Qwen_Qwen3-4B,4B,exp_c,13,True,4.0,2560,hidden_dim,gsm8k_test_000514,canonical,0.00473531186580658,0.0037484273314476015,0.0009868845343589782,True,False,64.0,44.0,12.122398376464844,9.59597396850586,2.5264244079589844
Qwen_Qwen3-4B,4B,exp_c,20,True,4.0,2560,hidden_dim,gsm8k_test_000514,canonical,0.0045480430126190186,0.003980256617069244,0.0005677863955497743,True,False,64.0,44.0,11.642990112304688,10.189456939697266,1.453533172607422
Qwen_Qwen3-4B,4B,exp_c,6,True,4.0,2560,hidden_dim,gsm8k_test_000518,canonical,0.005426669120788574,0.005390816926956176,3.585219383239746e-05,True,True,58.0,86.0,13.89227294921875,13.800491333007812,0.0917816162109375
Qwen_Qwen3-4B,4B,exp_c,13,True,4.0,2560,hidden_dim,gsm8k_test_000518,canonical,0.0046482313424348835,0.004458246752619744,0.00018998458981513977,True,True,58.0,86.0,11.8994722366333,11.413111686706545,0.4863605499267578
Qwen_Qwen3-4B,4B,exp_c,20,True,4.0,2560,hidden_dim,gsm8k_test_000518,canonical,0.004430205374956131,0.004507291316986085,-7.7085942029953e-05,True,True,58.0,86.0,11.341325759887695,11.538665771484377,-0.1973400115966797
Qwen_Qwen3-4B,4B,exp_c,6,True,4.0,2560,hidden_dim,gsm8k_test_000523,canonical,0.0056895982474088665,0.004624871164560318,0.0010647270828485489,True,True,48.0,46.0,14.5653715133667,11.839670181274414,2.725701332092285
Qwen_Qwen3-4B,4B,exp_c,13,True,4.0,2560,hidden_dim,gsm8k_test_000523,canonical,0.0054103415459394455,0.004684681817889214,0.0007256597280502319,True,True,48.0,46.0,13.85047435760498,11.992785453796388,1.8576889038085935
Qwen_Qwen3-4B,4B,exp_c,20,True,4.0,2560,hidden_dim,gsm8k_test_000523,canonical,0.004763095453381538,0.004480241611599922,0.0002828538417816162,True,True,48.0,46.0,12.193524360656738,11.4694185256958,0.7241058349609375
Qwen_Qwen3-4B,4B,exp_c,6,True,4.0,2560,hidden_dim,gsm8k_test_000531,canonical,0.005641880258917808,0.005132722482085228,0.0005091577768325806,True,False,58.0,63.0,14.44321346282959,13.139769554138184,1.3034439086914062
Qwen_Qwen3-4B,4B,exp_c,13,True,4.0,2560,hidden_dim,gsm8k_test_000531,canonical,0.004705305770039558,0.0044440686702728275,0.0002612370997667313,True,False,58.0,63.0,12.04558277130127,11.376815795898438,0.668766975402832
Qwen_Qwen3-4B,4B,exp_c,20,True,4.0,2560,hidden_dim,gsm8k_test_000531,canonical,0.004406335204839707,0.004300829395651818,0.0001055058091878891,True,False,58.0,63.0,11.280218124389648,11.010123252868652,0.2700948715209961
Qwen_Qwen3-4B,4B,exp_c,6,True,4.0,2560,hidden_dim,gsm8k_test_000532,canonical,0.0052096150815486904,0.004332106560468674,0.0008775085210800173,True,False,50.0,45.0,13.336614608764648,11.090192794799805,2.246421813964844
Qwen_Qwen3-4B,4B,exp_c,13,True,4.0,2560,hidden_dim,gsm8k_test_000532,canonical,0.0047115694731473924,0.005133583396673203,-0.00042201392352581024,True,False,50.0,45.0,12.061617851257324,13.141973495483398,-1.0803556442260742
Qwen_Qwen3-4B,4B,exp_c,20,True,4.0,2560,hidden_dim,gsm8k_test_000532,canonical,0.004716731607913971,0.0047045893967151645,1.2142211198806758e-05,True,False,50.0,45.0,12.074832916259766,12.04374885559082,0.0310840606689453
Qwen_Qwen3-4B,4B,exp_c,6,True,4.0,2560,hidden_dim,gsm8k_test_000534,canonical,0.005001921579241753,0.0043952915817499156,0.0006066299974918365,True,True,46.0,52.0,12.804919242858888,11.251946449279783,1.5529727935791016
Qwen_Qwen3-4B,4B,exp_c,13,True,4.0,2560,hidden_dim,gsm8k_test_000534,canonical,0.004968253895640373,0.004128967970609665,0.0008392859250307083,True,True,46.0,52.0,12.718729972839355,10.570158004760742,2.1485719680786133
Qwen_Qwen3-4B,4B,exp_c,20,True,4.0,2560,hidden_dim,gsm8k_test_000534,canonical,0.004310313984751702,0.00421181358397007,9.850040078163144e-05,True,True,46.0,52.0,11.034403800964355,10.78224277496338,0.2521610260009765
Qwen_Qwen3-4B,4B,exp_c,6,True,4.0,2560,hidden_dim,gsm8k_test_000543,canonical,0.005974213406443595,0.004481960833072662,0.0014922525733709335,True,True,57.0,45.0,15.293986320495604,11.473819732666016,3.82016658782959
Qwen_Qwen3-4B,4B,exp_c,13,True,4.0,2560,hidden_dim,gsm8k_test_000543,canonical,0.005215459689497948,0.005128147453069687,8.731223642826078e-05,True,True,57.0,45.0,13.351576805114746,13.128057479858398,0.2235193252563476
Qwen_Qwen3-4B,4B,exp_c,20,True,4.0,2560,hidden_dim,gsm8k_test_000543,canonical,0.0046173322945833204,0.004923700168728828,-0.0003063678741455078,True,True,57.0,45.0,11.8203706741333,12.6046724319458,-0.7843017578125
Qwen_Qwen3-4B,4B,exp_c,6,True,4.0,2560,hidden_dim,gsm8k_test_000549,canonical,0.006548019498586655,0.005641766637563705,0.0009062528610229492,True,True,50.0,50.0,16.762929916381836,14.442922592163086,2.32000732421875
Qwen_Qwen3-4B,4B,exp_c,13,True,4.0,2560,hidden_dim,gsm8k_test_000549,canonical,0.005293306335806847,0.005081975087523461,0.00021133124828338624,True,True,50.0,50.0,13.550864219665527,13.00985622406006,0.5410079956054688
Qwen_Qwen3-4B,4B,exp_c,20,True,4.0,2560,hidden_dim,gsm8k_test_000549,canonical,0.004572276771068574,0.004708224907517432,-0.00013594813644886015,True,True,50.0,50.0,11.705028533935549,12.053055763244627,-0.348027229309082
Qwen_Qwen3-4B,4B,exp_c,6,True,4.0,2560,hidden_dim,gsm8k_test_000560,canonical,0.005133352056145668,0.004669777303934097,0.0004635747522115707,True,True,47.0,52.0,13.14138126373291,11.954629898071287,1.186751365661621
Qwen_Qwen3-4B,4B,exp_c,13,True,4.0,2560,hidden_dim,gsm8k_test_000560,canonical,0.004719499871134758,0.0041567467153072355,0.0005627531558275223,True,True,47.0,52.0,12.08191967010498,10.641271591186523,1.440648078918457
Qwen_Qwen3-4B,4B,exp_c,20,True,4.0,2560,hidden_dim,gsm8k_test_000560,canonical,0.004138151556253433,0.004217537492513656,-7.938593626022336e-05,True,True,47.0,52.0,10.593667984008787,10.79689598083496,-0.2032279968261718
Qwen_Qwen3-4B,4B,exp_c,6,True,4.0,2560,hidden_dim,gsm8k_test_000561,canonical,0.00573291964828968,0.005212439596652985,0.0005204800516366958,True,False,80.0,65.0,14.676274299621582,13.34384536743164,1.3324289321899414
Qwen_Qwen3-4B,4B,exp_c,13,True,4.0,2560,hidden_dim,gsm8k_test_000561,canonical,0.004160910099744797,0.0042016968131065365,-4.078671336174008e-05,True,False,80.0,65.0,10.65192985534668,10.756343841552734,-0.1044139862060546
Qwen_Qwen3-4B,4B,exp_c,20,True,4.0,2560,hidden_dim,gsm8k_test_000561,canonical,0.004130891710519791,0.004038675129413605,9.22165811061859e-05,True,False,80.0,65.0,10.575082778930664,10.339008331298828,0.2360744476318359
Qwen_Qwen3-4B,4B,exp_c,6,True,4.0,2560,hidden_dim,gsm8k_test_000564,canonical,0.0054902609437704085,0.004963324964046478,0.0005269359797239303,True,False,51.0,62.0,14.055068016052246,12.706111907958984,1.3489561080932615
Qwen_Qwen3-4B,4B,exp_c,13,True,4.0,2560,hidden_dim,gsm8k_test_000564,canonical,0.005190235003829003,0.0046042524278163905,0.0005859825760126114,True,False,51.0,62.0,13.287001609802246,11.78688621520996,1.5001153945922852
Qwen_Qwen3-4B,4B,exp_c,20,True,4.0,2560,hidden_dim,gsm8k_test_000564,canonical,0.004487666860222816,0.004757056385278702,-0.0002693895250558853,True,False,51.0,62.0,11.48842716217041,12.178064346313477,-0.6896371841430664
Qwen_Qwen3-4B,4B,exp_c,6,True,4.0,2560,hidden_dim,gsm8k_test_000568,canonical,0.004319568350911141,0.003948622941970825,0.0003709454089403152,True,False,54.0,55.0,11.05809497833252,10.108474731445312,0.949620246887207
Qwen_Qwen3-4B,4B,exp_c,13,True,4.0,2560,hidden_dim,gsm8k_test_000568,canonical,0.004376175999641419,0.004016854241490364,0.00035932175815105437,True,False,54.0,55.0,11.203010559082031,10.283146858215332,0.9198637008666992
Qwen_Qwen3-4B,4B,exp_c,20,True,4.0,2560,hidden_dim,gsm8k_test_000568,canonical,0.004162042215466499,0.0043024815618991855,-0.00014043934643268586,True,False,54.0,55.0,10.654828071594238,11.014352798461914,-0.3595247268676758
Qwen_Qwen3-4B,4B,exp_c,6,True,4.0,2560,hidden_dim,gsm8k_test_000582,canonical,0.0042570091784000395,0.00455375500023365,-0.00029674582183361056,True,True,54.0,68.0,10.897943496704102,11.657612800598145,-0.759669303894043
Qwen_Qwen3-4B,4B,exp_c,13,True,4.0,2560,hidden_dim,gsm8k_test_000582,canonical,0.0042534414678812036,0.003987088426947593,0.00026635304093360903,True,True,54.0,68.0,10.88881015777588,10.20694637298584,0.6818637847900391
Qwen_Qwen3-4B,4B,exp_c,20,True,4.0,2560,hidden_dim,gsm8k_test_000582,canonical,0.0042042799293994905,0.004226260632276535,-2.198070287704465e-05,True,True,54.0,68.0,10.762956619262695,10.81922721862793,-0.0562705993652343
Qwen_Qwen3-4B,4B,exp_c,6,True,4.0,2560,hidden_dim,gsm8k_test_000585,canonical,0.005933965742588043,0.00475306250154972,0.0011809032410383224,True,False,57.0,52.0,15.19095230102539,12.167840003967283,3.0231122970581055
Qwen_Qwen3-4B,4B,exp_c,13,True,4.0,2560,hidden_dim,gsm8k_test_000585,canonical,0.004782961681485176,0.004236109554767609,0.0005468521267175676,True,False,57.0,52.0,12.24438190460205,10.844440460205078,1.3999414443969729
Qwen_Qwen3-4B,4B,exp_c,20,True,4.0,2560,hidden_dim,gsm8k_test_000585,canonical,0.004891806840896606,0.004470415413379668,0.00042139142751693723,True,False,57.0,52.0,12.523025512695312,11.444263458251951,1.0787620544433594
Qwen_Qwen3-4B,4B,exp_c,6,True,4.0,2560,hidden_dim,gsm8k_test_000586,canonical,0.00474751740694046,0.00454905331134796,0.0001984640955924988,True,False,55.0,54.0,12.153644561767578,11.64557647705078,0.5080680847167969
Qwen_Qwen3-4B,4B,exp_c,13,True,4.0,2560,hidden_dim,gsm8k_test_000586,canonical,0.004522721096873282,0.004345743730664253,0.00017697736620903015,True,False,55.0,54.0,11.578166007995604,11.125103950500488,0.4530620574951172
Qwen_Qwen3-4B,4B,exp_c,20,True,4.0,2560,hidden_dim,gsm8k_test_000586,canonical,0.0043329779058694845,0.004411894455552102,-7.891654968261719e-05,True,False,55.0,54.0,11.09242343902588,11.29444980621338,-0.2020263671875
Qwen_Qwen3-4B,4B,exp_c,6,True,4.0,2560,hidden_dim,gsm8k_test_000595,canonical,0.004751755297183991,0.0043584503233432765,0.0003933049738407135,True,False,44.0,37.0,12.164493560791016,11.157632827758787,1.0068607330322266
Qwen_Qwen3-4B,4B,exp_c,13,True,4.0,2560,hidden_dim,gsm8k_test_000595,canonical,0.005060594901442528,0.004464969784021378,0.0005956251174211501,True,False,44.0,37.0,12.955122947692873,11.430322647094728,1.5248003005981443
Qwen_Qwen3-4B,4B,exp_c,20,True,4.0,2560,hidden_dim,gsm8k_test_000595,canonical,0.004816943779587745,0.004228267818689347,0.0005886759608983994,True,False,44.0,37.0,12.331376075744627,10.824365615844728,1.5070104598999023
Qwen_Qwen3-4B,4B,exp_c,6,True,4.0,2560,hidden_dim,gsm8k_test_000604,canonical,0.00495450608432293,0.004497147724032402,0.00045735836029052733,True,False,44.0,51.0,12.6835355758667,11.51269817352295,1.17083740234375
Qwen_Qwen3-4B,4B,exp_c,13,True,4.0,2560,hidden_dim,gsm8k_test_000604,canonical,0.004573370516300202,0.004668056592345237,-9.46860760450363e-05,True,False,44.0,51.0,11.707828521728516,11.950224876403809,-0.2423963546752929
Qwen_Qwen3-4B,4B,exp_c,20,True,4.0,2560,hidden_dim,gsm8k_test_000604,canonical,0.004352209344506264,0.004379734024405479,-2.7524679899215666e-05,True,False,44.0,51.0,11.141655921936035,11.212119102478027,-0.0704631805419921
Qwen_Qwen3-4B,4B,exp_c,6,True,4.0,2560,hidden_dim,gsm8k_test_000605,canonical,0.004821992293000221,0.004189804196357726,0.0006321880966424942,True,False,52.0,63.0,12.344300270080566,10.72589874267578,1.6184015274047852
Qwen_Qwen3-4B,4B,exp_c,13,True,4.0,2560,hidden_dim,gsm8k_test_000605,canonical,0.0051322165876626965,0.004393240064382553,0.0007389765232801437,True,False,52.0,63.0,13.138474464416504,11.246694564819336,1.891779899597168
Qwen_Qwen3-4B,4B,exp_c,20,True,4.0,2560,hidden_dim,gsm8k_test_000605,canonical,0.004305297136306762,0.004611732438206673,-0.00030643530189991,True,False,52.0,63.0,11.021560668945312,11.806035041809082,-0.7844743728637695
Qwen_Qwen3-4B,4B,exp_c,6,True,4.0,2560,hidden_dim,gsm8k_test_000625,canonical,0.004366062209010124,0.004365744814276695,3.173947334289453e-07,True,True,41.0,46.0,11.177119255065918,11.17630672454834,0.0008125305175781
Qwen_Qwen3-4B,4B,exp_c,13,True,4.0,2560,hidden_dim,gsm8k_test_000625,canonical,0.004250266775488854,0.004404368996620178,-0.00015410222113132477,True,True,41.0,46.0,10.880682945251465,11.275184631347656,-0.3945016860961914
Qwen_Qwen3-4B,4B,exp_c,20,True,4.0,2560,hidden_dim,gsm8k_test_000625,canonical,0.00432041846215725,0.004216518625617028,0.00010389983654022215,True,True,41.0,46.0,11.06027126312256,10.79428768157959,0.2659835815429687
Qwen_Qwen3-4B,4B,exp_c,6,True,4.0,2560,hidden_dim,gsm8k_test_000629,canonical,0.005931393802165985,0.005307130888104439,0.0006242629140615463,True,True,60.0,61.0,15.184368133544922,13.586255073547363,1.5981130599975586
Qwen_Qwen3-4B,4B,exp_c,13,True,4.0,2560,hidden_dim,gsm8k_test_000629,canonical,0.004415238276124,0.004251239821314812,0.00016399845480918882,True,True,60.0,61.0,11.30300998687744,10.883173942565918,0.4198360443115234
Qwen_Qwen3-4B,4B,exp_c,20,True,4.0,2560,hidden_dim,gsm8k_test_000629,canonical,0.004433923959732055,0.004410346224904061,2.3577734827995275e-05,True,True,60.0,61.0,11.350845336914062,11.290486335754396,0.0603590011596679
Qwen_Qwen3-4B,4B,exp_c,6,True,4.0,2560,hidden_dim,gsm8k_test_000633,canonical,0.006241022050380707,0.005836470425128937,0.00040455162525177,True,True,52.0,57.0,15.97701644897461,14.941364288330078,1.0356521606445312
Qwen_Qwen3-4B,4B,exp_c,13,True,4.0,2560,hidden_dim,gsm8k_test_000633,canonical,0.005007979646325111,0.004961544275283813,4.643537104129789e-05,True,True,52.0,57.0,12.820427894592283,12.701553344726562,0.1188745498657226
Qwen_Qwen3-4B,4B,exp_c,20,True,4.0,2560,hidden_dim,gsm8k_test_000633,canonical,0.004573003202676774,0.005131389200687409,-0.0005583859980106354,True,True,52.0,57.0,11.70688819885254,13.136356353759766,-1.4294681549072266
Qwen_Qwen3-4B,4B,exp_c,6,True,4.0,2560,hidden_dim,gsm8k_test_000640,canonical,0.004176214709877968,0.00449906624853611,-0.0003228515386581421,False,False,75.0,77.0,10.691109657287598,11.51760959625244,-0.8264999389648438
Qwen_Qwen3-4B,4B,exp_c,13,True,4.0,2560,hidden_dim,gsm8k_test_000640,canonical,0.003834890201687813,0.0038060802966356283,2.8809905052185036e-05,False,False,75.0,77.0,9.8173189163208,9.743565559387209,0.0737533569335937
Qwen_Qwen3-4B,4B,exp_c,20,True,4.0,2560,hidden_dim,gsm8k_test_000640,canonical,0.0037836022675037384,0.0037969488650560373,-1.3346597552299492e-05,False,False,75.0,77.0,9.68602180480957,9.720189094543455,-0.0341672897338867
Qwen_Qwen3-4B,4B,exp_c,6,True,4.0,2560,hidden_dim,gsm8k_test_000641,canonical,0.004401861131191254,0.005062873661518097,-0.0006610125303268433,False,False,53.0,61.0,11.26876449584961,12.960956573486328,-1.6921920776367188
Qwen_Qwen3-4B,4B,exp_c,13,True,4.0,2560,hidden_dim,gsm8k_test_000641,canonical,0.004223158583045007,0.00475459061563015,-0.0005314320325851441,False,False,53.0,61.0,10.811285972595217,12.171751976013184,-1.3604660034179688
Qwen_Qwen3-4B,4B,exp_c,20,True,4.0,2560,hidden_dim,gsm8k_test_000641,canonical,0.004286405816674233,0.00439329780638218,-0.00010689198970794676,False,False,53.0,61.0,10.973198890686035,11.24684238433838,-0.2736434936523437
Qwen_Qwen3-4B,4B,exp_c,6,True,4.0,2560,hidden_dim,gsm8k_test_000644,canonical,0.004506449773907661,0.004321334883570671,0.00018511489033699036,True,True,53.0,50.0,11.536511421203612,11.062617301940918,0.4738941192626953
Qwen_Qwen3-4B,4B,exp_c,13,True,4.0,2560,hidden_dim,gsm8k_test_000644,canonical,0.004028569534420967,0.003985068574547767,4.350095987319945e-05,True,True,53.0,50.0,10.313138008117676,10.201775550842283,0.1113624572753906
Qwen_Qwen3-4B,4B,exp_c,20,True,4.0,2560,hidden_dim,gsm8k_test_000644,canonical,0.004156555607914925,0.004529331624507904,-0.0003727760165929794,True,True,53.0,50.0,10.640782356262209,11.595088958740234,-0.9543066024780272
Qwen_Qwen3-4B,4B,exp_c,6,True,4.0,2560,hidden_dim,gsm8k_test_000645,canonical,0.004922908917069435,0.004388652369379997,0.0005342565476894378,True,True,35.0,35.0,12.602646827697754,11.234950065612791,1.367696762084961
Qwen_Qwen3-4B,4B,exp_c,13,True,4.0,2560,hidden_dim,gsm8k_test_000645,canonical,0.004614975303411484,0.004626698791980743,-1.172348856925961e-05,True,True,35.0,35.0,11.814336776733398,11.844348907470703,-0.0300121307373046
Qwen_Qwen3-4B,4B,exp_c,20,True,4.0,2560,hidden_dim,gsm8k_test_000645,canonical,0.004458111524581909,0.00432220846414566,0.00013590306043624877,True,True,35.0,35.0,11.412765502929688,11.06485366821289,0.3479118347167969
Qwen_Qwen3-4B,4B,exp_c,6,True,4.0,2560,hidden_dim,gsm8k_test_000655,canonical,0.005932065472006798,0.004372912645339966,0.001559152826666832,True,True,44.0,36.0,15.186087608337402,11.194656372070312,3.99143123626709
Qwen_Qwen3-4B,4B,exp_c,13,True,4.0,2560,hidden_dim,gsm8k_test_000655,canonical,0.00536266230046749,0.004687653481960296,0.0006750088185071945,True,True,44.0,36.0,13.728415489196776,12.00039291381836,1.728022575378418
Qwen_Qwen3-4B,4B,exp_c,20,True,4.0,2560,hidden_dim,gsm8k_test_000655,canonical,0.004817907884716988,0.0046313866972923275,0.00018652118742465973,True,True,44.0,36.0,12.333844184875488,11.85634994506836,0.4774942398071289
Qwen_Qwen3-4B,4B,exp_c,6,True,4.0,2560,hidden_dim,gsm8k_test_000668,canonical,0.004629021137952804,0.004168900847434998,0.00046012029051780703,True,True,45.0,42.0,11.85029411315918,10.672386169433594,1.177907943725586
Qwen_Qwen3-4B,4B,exp_c,13,True,4.0,2560,hidden_dim,gsm8k_test_000668,canonical,0.004100050032138825,0.004243022948503494,-0.0001429729163646698,True,True,45.0,42.0,10.49612808227539,10.862138748168944,-0.3660106658935547
Qwen_Qwen3-4B,4B,exp_c,20,True,4.0,2560,hidden_dim,gsm8k_test_000668,canonical,0.004026494920253754,0.0040356844663620006,-9.18954610824582e-06,True,True,45.0,42.0,10.30782699584961,10.33135223388672,-0.0235252380371093
Qwen_Qwen3-4B,4B,exp_c,6,True,4.0,2560,hidden_dim,gsm8k_test_000684,canonical,0.005794669315218925,0.005980939790606499,-0.00018627047538757324,True,True,48.0,43.0,14.83435344696045,15.311205863952637,-0.4768524169921875
Qwen_Qwen3-4B,4B,exp_c,13,True,4.0,2560,hidden_dim,gsm8k_test_000684,canonical,0.005098715424537659,0.004425378516316414,0.0006733369082212448,True,True,48.0,43.0,13.052711486816406,11.32896900177002,1.7237424850463867
Qwen_Qwen3-4B,4B,exp_c,20,True,4.0,2560,hidden_dim,gsm8k_test_000684,canonical,0.004733547195792198,0.004557013884186745,0.00017653331160545347,True,True,48.0,43.0,12.117880821228027,11.665955543518066,0.4519252777099609
Qwen_Qwen3-4B,4B,exp_c,6,True,4.0,2560,hidden_dim,gsm8k_test_000695,canonical,0.005162854492664337,0.004565593227744103,0.0005972612649202347,True,True,42.0,44.0,13.216907501220703,11.687918663024902,1.5289888381958008
Qwen_Qwen3-4B,4B,exp_c,13,True,4.0,2560,hidden_dim,gsm8k_test_000695,canonical,0.004352958872914314,0.004234139621257782,0.00011881925165653227,True,True,42.0,44.0,11.143574714660645,10.839397430419922,0.3041772842407226
Qwen_Qwen3-4B,4B,exp_c,20,True,4.0,2560,hidden_dim,gsm8k_test_000695,canonical,0.0042229432612657545,0.004446746781468391,-0.00022380352020263673,True,True,42.0,44.0,10.810734748840332,11.383671760559082,-0.57293701171875
Qwen_Qwen3-4B,4B,exp_c,6,True,4.0,2560,hidden_dim,gsm8k_test_000697,canonical,0.004405105486512184,0.004575254395604134,-0.00017014890909194946,True,True,56.0,42.0,11.277070045471191,11.712651252746582,-0.4355812072753906
Qwen_Qwen3-4B,4B,exp_c,13,True,4.0,2560,hidden_dim,gsm8k_test_000697,canonical,0.003980203717947006,0.004141126573085785,-0.00016092285513877866,True,True,56.0,42.0,10.189321517944336,10.60128402709961,-0.4119625091552734
Qwen_Qwen3-4B,4B,exp_c,20,True,4.0,2560,hidden_dim,gsm8k_test_000697,canonical,0.003908785060048103,0.004046744853258133,-0.0001379597932100296,True,True,56.0,42.0,10.006489753723145,10.35966682434082,-0.3531770706176758
Qwen_Qwen3-4B,4B,exp_c,6,True,4.0,2560,hidden_dim,gsm8k_test_000713,canonical,0.004627324640750885,0.004811942949891091,-0.00018461830914020538,True,True,44.0,45.0,11.845951080322266,12.318573951721191,-0.4726228713989258
Qwen_Qwen3-4B,4B,exp_c,13,True,4.0,2560,hidden_dim,gsm8k_test_000713,canonical,0.004927733913064003,0.004669063910841943,0.00025867000222206115,True,True,44.0,45.0,12.614998817443848,11.952803611755373,0.6621952056884766
Qwen_Qwen3-4B,4B,exp_c,20,True,4.0,2560,hidden_dim,gsm8k_test_000713,canonical,0.004510941356420517,0.004462181031703949,4.8760324716567966e-05,True,True,44.0,45.0,11.548009872436523,11.42318344116211,0.124826431274414
Qwen_Qwen3-4B,4B,exp_c,6,True,4.0,2560,hidden_dim,gsm8k_test_000740,canonical,0.005639664456248283,0.004999475926160813,0.000640188530087471,True,True,55.0,56.0,14.437541007995604,12.79865837097168,1.6388826370239258
Qwen_Qwen3-4B,4B,exp_c,13,True,4.0,2560,hidden_dim,gsm8k_test_000740,canonical,0.00499502532184124,0.004215974360704422,0.0007790509611368179,True,True,55.0,56.0,12.787264823913574,10.79289436340332,1.994370460510254
Qwen_Qwen3-4B,4B,exp_c,20,True,4.0,2560,hidden_dim,gsm8k_test_000740,canonical,0.0052314501255750654,0.004603581503033637,0.0006278686225414277,True,True,55.0,56.0,13.392512321472168,11.785168647766112,1.607343673706055
Qwen_Qwen3-4B,4B,exp_c,6,True,4.0,2560,hidden_dim,gsm8k_test_000759,canonical,0.004378598928451538,0.005152542889118194,-0.0007739439606666566,True,False,48.0,54.0,11.209213256835938,13.190509796142578,-1.9812965393066408
Qwen_Qwen3-4B,4B,exp_c,13,True,4.0,2560,hidden_dim,gsm8k_test_000759,canonical,0.004353433847427368,0.004053710028529167,0.000299723818898201,True,False,48.0,54.0,11.144790649414062,10.377497673034668,0.7672929763793945
Qwen_Qwen3-4B,4B,exp_c,20,True,4.0,2560,hidden_dim,gsm8k_test_000759,canonical,0.004182752966880798,0.004184979945421219,-2.226978540420508e-06,True,False,48.0,54.0,10.707847595214844,10.71354866027832,-0.0057010650634765
