model,model_label,model_sort_key,example_id,layer,delta_name,delta,think_correct,no_think_correct
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001096,20,thinking_minus_no_think_answer,-0.0016818740405142316,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001106,6,think_answer_minus_no_think_answer,0.0005277227610349646,True,True
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001106,6,thinking_minus_think_answer,-0.0014001894742250425,True,True
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001106,6,thinking_minus_no_think_answer,-0.0008724667131900779,True,True
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001106,13,think_answer_minus_no_think_answer,1.4082994312047958e-05,True,True
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001106,13,thinking_minus_think_answer,-0.0005249953828752041,True,True
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001106,13,thinking_minus_no_think_answer,-0.0005109123885631561,True,True
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001106,20,think_answer_minus_no_think_answer,0.0001247054897248745,True,True
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001106,20,thinking_minus_think_answer,-0.0009792172349989414,True,True
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001106,20,thinking_minus_no_think_answer,-0.0008545117452740669,True,True
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001136,6,think_answer_minus_no_think_answer,0.001429898664355278,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001136,6,thinking_minus_think_answer,-0.001721048727631569,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001136,6,thinking_minus_no_think_answer,-0.0002911500632762909,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001136,13,think_answer_minus_no_think_answer,0.0009715715423226357,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001136,13,thinking_minus_think_answer,-0.0010444181971251965,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001136,13,thinking_minus_no_think_answer,-7.28466548025608e-05,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001136,20,think_answer_minus_no_think_answer,-0.0005683400668203831,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001136,20,thinking_minus_think_answer,-0.00037389714270830154,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001136,20,thinking_minus_no_think_answer,-0.0009422372095286846,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001164,6,think_answer_minus_no_think_answer,0.0013201916590332985,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001164,6,thinking_minus_think_answer,-0.001567238476127386,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001164,6,thinking_minus_no_think_answer,-0.0002470468170940876,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001164,13,think_answer_minus_no_think_answer,0.000272541306912899,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001164,13,thinking_minus_think_answer,-0.00011647073552012444,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001164,13,thinking_minus_no_think_answer,0.00015607057139277458,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001164,20,think_answer_minus_no_think_answer,0.0006098090671002856,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001164,20,thinking_minus_think_answer,-0.0006066616624593726,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001164,20,thinking_minus_no_think_answer,3.1474046409130096e-06,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001165,6,think_answer_minus_no_think_answer,0.0009667803533375255,False,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001165,6,thinking_minus_think_answer,-0.0033985250629484645,False,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001165,6,thinking_minus_no_think_answer,-0.002431744709610939,False,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001165,13,think_answer_minus_no_think_answer,0.0003359639085829258,False,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001165,13,thinking_minus_think_answer,-0.0011597382836043835,False,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001165,13,thinking_minus_no_think_answer,-0.0008237743750214577,False,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001165,20,think_answer_minus_no_think_answer,0.0001643723808228961,False,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001165,20,thinking_minus_think_answer,-0.001331118168309331,False,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001165,20,thinking_minus_no_think_answer,-0.0011667457874864349,False,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001181,6,think_answer_minus_no_think_answer,0.0003258632495999336,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001181,6,thinking_minus_think_answer,-0.0017015384510159492,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001181,6,thinking_minus_no_think_answer,-0.0013756752014160156,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001181,13,think_answer_minus_no_think_answer,0.00041012605652213097,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001181,13,thinking_minus_think_answer,-0.0010644188150763512,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001181,13,thinking_minus_no_think_answer,-0.0006542927585542202,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001181,20,think_answer_minus_no_think_answer,-0.00031253183260560036,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001181,20,thinking_minus_think_answer,-0.0006590504199266425,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001181,20,thinking_minus_no_think_answer,-0.0009715822525322429,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001182,6,think_answer_minus_no_think_answer,-0.0003293803893029681,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001182,6,thinking_minus_think_answer,-0.0008852421306073674,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001182,6,thinking_minus_no_think_answer,-0.0012146225199103355,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001182,13,think_answer_minus_no_think_answer,0.0007930011488497257,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001182,13,thinking_minus_think_answer,-0.0011964347213506699,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001182,13,thinking_minus_no_think_answer,-0.00040343357250094414,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001182,20,think_answer_minus_no_think_answer,0.0006442433223128319,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001182,20,thinking_minus_think_answer,-0.0014592991210520259,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001182,20,thinking_minus_no_think_answer,-0.000815055798739194,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001183,6,think_answer_minus_no_think_answer,-0.003909979946911335,False,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001183,6,thinking_minus_think_answer,0.00045965658500790596,False,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001183,6,thinking_minus_no_think_answer,-0.003450323361903429,False,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001183,13,think_answer_minus_no_think_answer,-0.001533870119601489,False,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001183,13,thinking_minus_think_answer,-0.0004100673831999302,False,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001183,13,thinking_minus_no_think_answer,-0.0019439375028014192,False,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001183,20,think_answer_minus_no_think_answer,-0.001600207295268774,False,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001183,20,thinking_minus_think_answer,-0.0003845279570668936,False,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001183,20,thinking_minus_no_think_answer,-0.0019847352523356676,False,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001188,6,think_answer_minus_no_think_answer,0.00046336324885487556,False,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001188,6,thinking_minus_think_answer,-0.002050931565463543,False,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001188,6,thinking_minus_no_think_answer,-0.0015875683166086674,False,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001188,13,think_answer_minus_no_think_answer,0.00030321627855300903,False,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001188,13,thinking_minus_think_answer,-0.0011168280616402617,False,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001188,13,thinking_minus_no_think_answer,-0.0008136117830872527,False,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001188,20,think_answer_minus_no_think_answer,0.00020704837515950203,False,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001188,20,thinking_minus_think_answer,-0.0014173798263072968,False,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001188,20,thinking_minus_no_think_answer,-0.0012103314511477947,False,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001209,6,think_answer_minus_no_think_answer,0.0010384218767285356,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001209,6,thinking_minus_think_answer,-0.0017735534347593784,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001209,6,thinking_minus_no_think_answer,-0.0007351315580308429,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001209,13,think_answer_minus_no_think_answer,0.0006992169655859479,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001209,13,thinking_minus_think_answer,-0.000983840785920619,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001209,13,thinking_minus_no_think_answer,-0.0002846238203346712,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001209,20,think_answer_minus_no_think_answer,0.0007001631893217572,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001209,20,thinking_minus_think_answer,-0.0010210885666310796,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001209,20,thinking_minus_no_think_answer,-0.00032092537730932236,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001225,6,think_answer_minus_no_think_answer,0.001657114364206791,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001225,6,thinking_minus_think_answer,-0.003925589378923178,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001225,6,thinking_minus_no_think_answer,-0.002268475014716387,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001225,13,think_answer_minus_no_think_answer,0.0005726548843085766,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001225,13,thinking_minus_think_answer,-0.002247446682304144,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001225,13,thinking_minus_no_think_answer,-0.0016747917979955673,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001225,20,think_answer_minus_no_think_answer,0.001042217481881381,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001225,20,thinking_minus_think_answer,-0.002457904629409313,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001225,20,thinking_minus_no_think_answer,-0.0014156871475279323,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001251,6,think_answer_minus_no_think_answer,0.0006828084588050834,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001251,6,thinking_minus_think_answer,-0.0026815528981387615,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001251,6,thinking_minus_no_think_answer,-0.001998744439333678,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001251,13,think_answer_minus_no_think_answer,-0.00046599702909588727,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001251,13,thinking_minus_think_answer,-0.000754860695451498,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001251,13,thinking_minus_no_think_answer,-0.0012208577245473853,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001251,20,think_answer_minus_no_think_answer,0.0001946701668202877,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001251,20,thinking_minus_think_answer,-0.0011381274089217186,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001251,20,thinking_minus_no_think_answer,-0.0009434572421014309,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001263,6,think_answer_minus_no_think_answer,-0.00033489055931568146,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001263,6,thinking_minus_think_answer,-0.001429190393537283,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001263,6,thinking_minus_no_think_answer,-0.0017640809528529644,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001263,13,think_answer_minus_no_think_answer,-0.00039203884080052376,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001263,13,thinking_minus_think_answer,-5.878601223230362e-05,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001263,13,thinking_minus_no_think_answer,-0.0004508248530328274,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001263,20,think_answer_minus_no_think_answer,-0.0005350308492779723,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001263,20,thinking_minus_think_answer,-0.0008125994354486465,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001263,20,thinking_minus_no_think_answer,-0.0013476302847266189,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001271,6,think_answer_minus_no_think_answer,0.0008494094945490352,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001271,6,thinking_minus_think_answer,-0.001879484858363866,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001271,6,thinking_minus_no_think_answer,-0.0010300753638148308,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001271,13,think_answer_minus_no_think_answer,0.00020305812358856288,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001271,13,thinking_minus_think_answer,-0.0008814232423901558,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001271,13,thinking_minus_no_think_answer,-0.0006783651188015929,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001271,20,think_answer_minus_no_think_answer,0.0006582378409802905,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001271,20,thinking_minus_think_answer,-0.0015345686115324497,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001271,20,thinking_minus_no_think_answer,-0.0008763307705521592,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001307,6,think_answer_minus_no_think_answer,0.00022634165361523628,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001307,6,thinking_minus_think_answer,-0.000746261328458786,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001307,6,thinking_minus_no_think_answer,-0.0005199196748435497,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001307,13,think_answer_minus_no_think_answer,-3.642309457063675e-05,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001307,13,thinking_minus_think_answer,4.995753988623619e-05,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001307,13,thinking_minus_no_think_answer,1.3534445315599442e-05,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001307,20,think_answer_minus_no_think_answer,0.00039928546175360593,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001307,20,thinking_minus_think_answer,-0.0006990055553615093,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001307,20,thinking_minus_no_think_answer,-0.0002997200936079034,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001317,6,think_answer_minus_no_think_answer,0.001303276978433133,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001317,6,thinking_minus_think_answer,-0.0002714106813073167,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001317,6,thinking_minus_no_think_answer,0.0010318662971258163,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001317,13,think_answer_minus_no_think_answer,0.0007249698974192125,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001317,13,thinking_minus_think_answer,-7.137795910239133e-05,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001317,13,thinking_minus_no_think_answer,0.0006535919383168212,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001317,20,think_answer_minus_no_think_answer,0.0009184679947793484,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001317,20,thinking_minus_think_answer,-0.0001978408545255661,True,False
Qwen_Qwen3-1.7B,1.7B,1.7,gsm8k_test_001317,20,thinking_minus_no_think_answer,0.0007206271402537823,True,False
Qwen_Qwen3-14B,14B,14.0,gsm8k_test_000003,6,think_answer_minus_no_think_answer,0.000309347733855248,True,True
Qwen_Qwen3-14B,14B,14.0,gsm8k_test_000003,6,thinking_minus_think_answer,0.0012946153059601785,True,True
Qwen_Qwen3-14B,14B,14.0,gsm8k_test_000003,6,thinking_minus_no_think_answer,0.0016039630398154265,True,True
Qwen_Qwen3-14B,14B,14.0,gsm8k_test_000003,13,think_answer_minus_no_think_answer,0.0002581816166639327,True,True
Qwen_Qwen3-14B,14B,14.0,gsm8k_test_000003,13,thinking_minus_think_answer,0.000443728268146515,True,True
Qwen_Qwen3-14B,14B,14.0,gsm8k_test_000003,13,thinking_minus_no_think_answer,0.0007019098848104477,True,True
Qwen_Qwen3-14B,14B,14.0,gsm8k_test_000003,20,think_answer_minus_no_think_answer,8.04841518402097e-05,True,True
Qwen_Qwen3-14B,14B,14.0,gsm8k_test_000003,20,thinking_minus_think_answer,0.00029894523322582245,True,True
Qwen_Qwen3-14B,14B,14.0,gsm8k_test_000003,20,thinking_minus_no_think_answer,0.00037942938506603215,True,True
Qwen_Qwen3-14B,14B,14.0,gsm8k_test_000007,6,think_answer_minus_no_think_answer,-1.5617907047271815e-05,True,False
Qwen_Qwen3-14B,14B,14.0,gsm8k_test_000007,6,thinking_minus_think_answer,-0.0003919770941138269,True,False
Qwen_Qwen3-14B,14B,14.0,gsm8k_test_000007,6,thinking_minus_no_think_answer,-0.00040759500116109874,True,False
Qwen_Qwen3-14B,14B,14.0,gsm8k_test_000007,13,think_answer_minus_no_think_answer,-0.00014968067407608024,True,False
Qwen_Qwen3-14B,14B,14.0,gsm8k_test_000007,13,thinking_minus_think_answer,-0.000159548409283161,True,False
Qwen_Qwen3-14B,14B,14.0,gsm8k_test_000007,13,thinking_minus_no_think_answer,-0.0003092290833592412,True,False
Qwen_Qwen3-14B,14B,14.0,gsm8k_test_000007,20,think_answer_minus_no_think_answer,-1.793354749679652e-05,True,False
Qwen_Qwen3-14B,14B,14.0,gsm8k_test_000007,20,thinking_minus_think_answer,-0.00016179345548152872,True,False
Qwen_Qwen3-14B,14B,14.0,gsm8k_test_000007,20,thinking_minus_no_think_answer,-0.00017972700297832524,True,False
Qwen_Qwen3-14B,14B,14.0,gsm8k_test_000009,6,think_answer_minus_no_think_answer,-0.0001923557370901107,True,True
Qwen_Qwen3-14B,14B,14.0,gsm8k_test_000009,6,thinking_minus_think_answer,-0.00028769839555025083,True,True
Qwen_Qwen3-14B,14B,14.0,gsm8k_test_000009,6,thinking_minus_no_think_answer,-0.0004800541326403615,True,True
Qwen_Qwen3-14B,14B,14.0,gsm8k_test_000009,13,think_answer_minus_no_think_answer,0.00011718124151229893,True,True
Qwen_Qwen3-14B,14B,14.0,gsm8k_test_000009,13,thinking_minus_think_answer,3.1267106533050364e-05,True,True
Qwen_Qwen3-14B,14B,14.0,gsm8k_test_000009,13,thinking_minus_no_think_answer,0.0001484483480453493,True,True
Qwen_Qwen3-14B,14B,14.0,gsm8k_test_000009,20,think_answer_minus_no_think_answer,-0.00015588942915201187,True,True
Qwen_Qwen3-14B,14B,14.0,gsm8k_test_000009,20,thinking_minus_think_answer,0.0004530100151896475,True,True
Qwen_Qwen3-14B,14B,14.0,gsm8k_test_000009,20,thinking_minus_no_think_answer,0.00029712058603763563,True,True
Qwen_Qwen3-14B,14B,14.0,gsm8k_test_000028,6,think_answer_minus_no_think_answer,0.0004416594281792638,True,True
Qwen_Qwen3-14B,14B,14.0,gsm8k_test_000028,6,thinking_minus_think_answer,6.90922141075136e-05,True,True
Qwen_Qwen3-14B,14B,14.0,gsm8k_test_000028,6,thinking_minus_no_think_answer,0.0005107516422867774,True,True
Qwen_Qwen3-14B,14B,14.0,gsm8k_test_000028,13,think_answer_minus_no_think_answer,0.00039091575890779504,True,True
Qwen_Qwen3-14B,14B,14.0,gsm8k_test_000028,13,thinking_minus_think_answer,-0.0003834700211882594,True,True
Qwen_Qwen3-14B,14B,14.0,gsm8k_test_000028,13,thinking_minus_no_think_answer,7.445737719535654e-06,True,True
Qwen_Qwen3-14B,14B,14.0,gsm8k_test_000028,20,think_answer_minus_no_think_answer,-9.023249149322458e-05,True,True
Qwen_Qwen3-14B,14B,14.0,gsm8k_test_000028,20,thinking_minus_think_answer,0.00015192609280347772,True,True
Qwen_Qwen3-14B,14B,14.0,gsm8k_test_000028,20,thinking_minus_no_think_answer,6.169360131025314e-05,True,True
Qwen_Qwen3-14B,14B,14.0,gsm8k_test_000031,6,think_answer_minus_no_think_answer,0.0003339936956763272,True,False
Qwen_Qwen3-14B,14B,14.0,gsm8k_test_000031,6,thinking_minus_think_answer,0.00030303727835416776,True,False
Qwen_Qwen3-14B,14B,14.0,gsm8k_test_000031,6,thinking_minus_no_think_answer,0.000637030974030495,True,False
Qwen_Qwen3-14B,14B,14.0,gsm8k_test_000031,13,think_answer_minus_no_think_answer,-9.580124169588072e-05,True,False
Qwen_Qwen3-14B,14B,14.0,gsm8k_test_000031,13,thinking_minus_think_answer,0.00020840726792812313,True,False
Qwen_Qwen3-14B,14B,14.0,gsm8k_test_000031,13,thinking_minus_no_think_answer,0.00011260602623224241,True,False
Qwen_Qwen3-14B,14B,14.0,gsm8k_test_000031,20,think_answer_minus_no_think_answer,-8.593276143074001e-05,True,False
Qwen_Qwen3-14B,14B,14.0,gsm8k_test_000031,20,thinking_minus_think_answer,-2.1417438983917497e-05,True,False
Qwen_Qwen3-14B,14B,14.0,gsm8k_test_000031,20,thinking_minus_no_think_answer,-0.0001073502004146575,True,False
Qwen_Qwen3-14B,14B,14.0,gsm8k_test_000035,6,think_answer_minus_no_think_answer,0.0006052456796169282,True,True
Qwen_Qwen3-14B,14B,14.0,gsm8k_test_000035,6,thinking_minus_think_answer,0.0002522736787796019,True,True
Qwen_Qwen3-14B,14B,14.0,gsm8k_test_000035,6,thinking_minus_no_think_answer,0.0008575193583965301,True,True
Qwen_Qwen3-14B,14B,14.0,gsm8k_test_000035,13,think_answer_minus_no_think_answer,-0.00024600364267826115,True,True
Qwen_Qwen3-14B,14B,14.0,gsm8k_test_000035,13,thinking_minus_think_answer,0.00012129750102758382,True,True
Qwen_Qwen3-14B,14B,14.0,gsm8k_test_000035,13,thinking_minus_no_think_answer,-0.00012470614165067733,True,True
Qwen_Qwen3-14B,14B,14.0,gsm8k_test_000035,20,think_answer_minus_no_think_answer,-0.00018003564327955229,True,True
Qwen_Qwen3-14B,14B,14.0,gsm8k_test_000035,20,thinking_minus_think_answer,0.00010837800800800323,True,True
Qwen_Qwen3-14B,14B,14.0,gsm8k_test_000035,20,thinking_minus_no_think_answer,-7.165763527154905e-05,True,True
Qwen_Qwen3-14B,14B,14.0,gsm8k_test_000042,6,think_answer_minus_no_think_answer,0.0010077016428112983,True,True
Qwen_Qwen3-14B,14B,14.0,gsm8k_test_000042,6,thinking_minus_think_answer,0.0007526159286499025,True,True
Qwen_Qwen3-14B,14B,14.0,gsm8k_test_000042,6,thinking_minus_no_think_answer,0.0017603175714612008,True,True
Qwen_Qwen3-14B,14B,14.0,gsm8k_test_000042,13,think_answer_minus_no_think_answer,0.0002982569858431816,True,True
Qwen_Qwen3-14B,14B,14.0,gsm8k_test_000042,13,thinking_minus_think_answer,0.0006048236042261118,True,True
Qwen_Qwen3-14B,14B,14.0,gsm8k_test_000042,13,thinking_minus_no_think_answer,0.0009030805900692935,True,True
Qwen_Qwen3-14B,14B,14.0,gsm8k_test_000042,20,think_answer_minus_no_think_answer,0.0002316884696483613,True,True
Qwen_Qwen3-14B,14B,14.0,gsm8k_test_000042,20,thinking_minus_think_answer,2.465005964040739e-05,True,True
Qwen_Qwen3-14B,14B,14.0,gsm8k_test_000042,20,thinking_minus_no_think_answer,0.0002563385292887687,True,True
Qwen_Qwen3-14B,14B,14.0,gsm8k_test_000044,6,think_answer_minus_no_think_answer,-0.00011876523494720476,True,False
Qwen_Qwen3-14B,14B,14.0,gsm8k_test_000044,6,thinking_minus_think_answer,0.0006460953503847123,True,False
Qwen_Qwen3-14B,14B,14.0,gsm8k_test_000044,6,thinking_minus_no_think_answer,0.0005273301154375075,True,False
Qwen_Qwen3-14B,14B,14.0,gsm8k_test_000044,13,think_answer_minus_no_think_answer,6.160903722047823e-05,True,False
Qwen_Qwen3-14B,14B,14.0,gsm8k_test_000044,13,thinking_minus_think_answer,-0.00021786969155073149,True,False
Qwen_Qwen3-14B,14B,14.0,gsm8k_test_000044,13,thinking_minus_no_think_answer,-0.00015626065433025325,True,False
Qwen_Qwen3-14B,14B,14.0,gsm8k_test_000044,20,think_answer_minus_no_think_answer,-0.0004542119801044459,True,False
Qwen_Qwen3-14B,14B,14.0,gsm8k_test_000044,20,thinking_minus_think_answer,2.2262707352638158e-05,True,False
Qwen_Qwen3-14B,14B,14.0,gsm8k_test_000044,20,thinking_minus_no_think_answer,-0.00043194927275180773,True,False
Qwen_Qwen3-14B,14B,14.0,gsm8k_test_000048,6,think_answer_minus_no_think_answer,0.00021656453609466587,True,True
Qwen_Qwen3-14B,14B,14.0,gsm8k_test_000048,6,thinking_minus_think_answer,0.001751330494880676,True,True
Qwen_Qwen3-14B,14B,14.0,gsm8k_test_000048,6,thinking_minus_no_think_answer,0.001967895030975342,True,True
Qwen_Qwen3-14B,14B,14.0,gsm8k_test_000048,13,think_answer_minus_no_think_answer,-6.298329681158048e-05,True,True
Qwen_Qwen3-14B,14B,14.0,gsm8k_test_000048,13,thinking_minus_think_answer,0.0005545001477003098,True,True
Qwen_Qwen3-14B,14B,14.0,gsm8k_test_000048,13,thinking_minus_no_think_answer,0.0004915168508887293,True,True
Qwen_Qwen3-14B,14B,14.0,gsm8k_test_000048,20,think_answer_minus_no_think_answer,0.0002006761729717258,True,True
