model,model_label,model_sort_key,example_id,layer,delta_name,delta,think_correct,no_think_correct
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000582,20,thinking_minus_no_think_answer,0.0002868741750717157,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000585,6,think_answer_minus_no_think_answer,-0.0004328504204750062,True,False
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000585,6,thinking_minus_think_answer,0.0004625227302312851,True,False
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000585,6,thinking_minus_no_think_answer,2.9672309756278905e-05,True,False
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000585,13,think_answer_minus_no_think_answer,-0.00010239612311124802,True,False
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000585,13,thinking_minus_think_answer,-3.7014298141002915e-05,True,False
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000585,13,thinking_minus_no_think_answer,-0.00013941042125225093,True,False
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000585,20,think_answer_minus_no_think_answer,9.54773277044279e-06,True,False
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000585,20,thinking_minus_think_answer,-0.00015761107206344613,True,False
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000585,20,thinking_minus_no_think_answer,-0.00014806333929300334,True,False
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000586,6,think_answer_minus_no_think_answer,5.9983693063259125e-05,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000586,6,thinking_minus_think_answer,0.0004988942295312882,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000586,6,thinking_minus_no_think_answer,0.0005588779225945474,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000586,13,think_answer_minus_no_think_answer,2.2433698177337646e-05,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000586,13,thinking_minus_think_answer,-0.0002969382330775261,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000586,13,thinking_minus_no_think_answer,-0.00027450453490018845,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000586,20,think_answer_minus_no_think_answer,8.141621947290248e-07,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000586,20,thinking_minus_think_answer,-0.00016485434025526133,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000586,20,thinking_minus_no_think_answer,-0.0001640401780605323,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000595,6,think_answer_minus_no_think_answer,7.265806198120204e-06,True,False
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000595,6,thinking_minus_think_answer,0.0009851265698671342,True,False
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000595,6,thinking_minus_no_think_answer,0.0009923923760652544,True,False
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000595,13,think_answer_minus_no_think_answer,-0.0003001101315021513,True,False
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000595,13,thinking_minus_think_answer,0.0004979405552148816,True,False
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000595,13,thinking_minus_no_think_answer,0.00019783042371273023,True,False
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000595,20,think_answer_minus_no_think_answer,-8.8607333600521e-05,True,False
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000595,20,thinking_minus_think_answer,0.0007550066336989405,True,False
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000595,20,thinking_minus_no_think_answer,0.0006663993000984194,True,False
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000604,6,think_answer_minus_no_think_answer,-7.755644619464883e-05,True,False
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000604,6,thinking_minus_think_answer,0.00046917982399463654,True,False
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000604,6,thinking_minus_no_think_answer,0.0003916233777999877,True,False
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000604,13,think_answer_minus_no_think_answer,-0.00023008305579423887,True,False
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000604,13,thinking_minus_think_answer,5.206577479839299e-05,True,False
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000604,13,thinking_minus_no_think_answer,-0.00017801728099584588,True,False
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000604,20,think_answer_minus_no_think_answer,2.923570573329891e-05,True,False
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000604,20,thinking_minus_think_answer,-3.8787536323070786e-05,True,False
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000604,20,thinking_minus_no_think_answer,-9.551830589771878e-06,True,False
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000605,6,think_answer_minus_no_think_answer,0.0005214592441916467,True,False
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000605,6,thinking_minus_think_answer,0.0006981480866670611,True,False
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000605,6,thinking_minus_no_think_answer,0.0012196073308587078,True,False
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000605,13,think_answer_minus_no_think_answer,-5.148164927959269e-06,True,False
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000605,13,thinking_minus_think_answer,0.00040598027408123016,True,False
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000605,13,thinking_minus_no_think_answer,0.0004008321091532709,True,False
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000605,20,think_answer_minus_no_think_answer,0.00039502773433923704,True,False
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000605,20,thinking_minus_think_answer,-6.110966205596924e-05,True,False
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000605,20,thinking_minus_no_think_answer,0.0003339180722832678,True,False
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000625,6,think_answer_minus_no_think_answer,-0.0003194620832800872,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000625,6,thinking_minus_think_answer,0.00180445034056902,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000625,6,thinking_minus_no_think_answer,0.0014849882572889328,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000625,13,think_answer_minus_no_think_answer,-0.00013771187514066696,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000625,13,thinking_minus_think_answer,0.0005520207807421687,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000625,13,thinking_minus_no_think_answer,0.0004143089056015017,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000625,20,think_answer_minus_no_think_answer,0.0003078445792198182,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000625,20,thinking_minus_think_answer,0.0005268884822726247,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000625,20,thinking_minus_no_think_answer,0.0008347330614924429,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000629,6,think_answer_minus_no_think_answer,9.496901184320467e-05,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000629,6,thinking_minus_think_answer,-0.00030380059033632313,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000629,6,thinking_minus_no_think_answer,-0.00020883157849311846,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000629,13,think_answer_minus_no_think_answer,0.00016658026725053805,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000629,13,thinking_minus_think_answer,-0.0006120184436440466,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000629,13,thinking_minus_no_think_answer,-0.00044543817639350856,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000629,20,think_answer_minus_no_think_answer,0.0004386585205793381,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000629,20,thinking_minus_think_answer,-0.0007493721321225172,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000629,20,thinking_minus_no_think_answer,-0.00031071361154317917,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000633,6,think_answer_minus_no_think_answer,-0.0003342853859066965,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000633,6,thinking_minus_think_answer,0.00034749824553728095,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000633,6,thinking_minus_no_think_answer,1.3212859630584457e-05,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000633,13,think_answer_minus_no_think_answer,0.00017508883029222462,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000633,13,thinking_minus_think_answer,-8.583758026361457e-05,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000633,13,thinking_minus_no_think_answer,8.925125002861006e-05,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000633,20,think_answer_minus_no_think_answer,4.757829010486629e-05,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000633,20,thinking_minus_think_answer,0.00036413315683603287,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000633,20,thinking_minus_no_think_answer,0.00041171144694089916,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000640,6,think_answer_minus_no_think_answer,3.828108310699376e-06,True,False
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000640,6,thinking_minus_think_answer,0.0007362483069300648,True,False
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000640,6,thinking_minus_no_think_answer,0.0007400764152407642,True,False
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000640,13,think_answer_minus_no_think_answer,1.0097026824951692e-05,True,False
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000640,13,thinking_minus_think_answer,0.0003030914813280101,True,False
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000640,13,thinking_minus_no_think_answer,0.0003131885081529618,True,False
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000640,20,think_answer_minus_no_think_answer,-5.466118454932906e-06,True,False
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000640,20,thinking_minus_think_answer,0.00044977087527513487,True,False
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000640,20,thinking_minus_no_think_answer,0.00044430475682020196,True,False
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000641,6,think_answer_minus_no_think_answer,0.0010580431669950483,False,False
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000641,6,thinking_minus_think_answer,-0.0011928100138902664,False,False
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000641,6,thinking_minus_no_think_answer,-0.00013476684689521816,False,False
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000641,13,think_answer_minus_no_think_answer,-0.0004223871976137168,False,False
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000641,13,thinking_minus_think_answer,-0.0006306888535618778,False,False
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000641,13,thinking_minus_no_think_answer,-0.0010530760511755946,False,False
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000641,20,think_answer_minus_no_think_answer,-0.00028783045709133157,False,False
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000641,20,thinking_minus_think_answer,-0.000425744242966175,False,False
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000641,20,thinking_minus_no_think_answer,-0.0007135747000575066,False,False
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000644,6,think_answer_minus_no_think_answer,0.00018966123461723302,True,False
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000644,6,thinking_minus_think_answer,-7.788874208927146e-05,True,False
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000644,6,thinking_minus_no_think_answer,0.00011177249252796156,True,False
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000644,13,think_answer_minus_no_think_answer,0.0003495726734399798,True,False
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000644,13,thinking_minus_think_answer,-0.00047533847391605403,True,False
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000644,13,thinking_minus_no_think_answer,-0.00012576580047607422,True,False
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000644,20,think_answer_minus_no_think_answer,2.1817721426487056e-05,True,False
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000644,20,thinking_minus_think_answer,0.0001377224922180175,True,False
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000644,20,thinking_minus_no_think_answer,0.00015954021364450455,True,False
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000645,6,think_answer_minus_no_think_answer,-0.00018734131008386543,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000645,6,thinking_minus_think_answer,0.0018842298537492747,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000645,6,thinking_minus_no_think_answer,0.0016968885436654093,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000645,13,think_answer_minus_no_think_answer,-0.00018233116716146434,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000645,13,thinking_minus_think_answer,0.0009755177423357961,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000645,13,thinking_minus_no_think_answer,0.0007931865751743318,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000645,20,think_answer_minus_no_think_answer,-0.00032889377325773196,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000645,20,thinking_minus_think_answer,0.0007335579022765158,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000645,20,thinking_minus_no_think_answer,0.00040466412901878383,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000655,6,think_answer_minus_no_think_answer,5.3902901709079135e-05,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000655,6,thinking_minus_think_answer,0.001286546513438225,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000655,6,thinking_minus_no_think_answer,0.0013404494151473042,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000655,13,think_answer_minus_no_think_answer,7.503349334001593e-05,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000655,13,thinking_minus_think_answer,0.00021694879978895187,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000655,13,thinking_minus_no_think_answer,0.0002919822931289678,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000655,20,think_answer_minus_no_think_answer,-5.212128162384059e-05,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000655,20,thinking_minus_think_answer,0.00023488979786634445,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000655,20,thinking_minus_no_think_answer,0.00018276851624250386,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000668,6,think_answer_minus_no_think_answer,0.0003929393365979194,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000668,6,thinking_minus_think_answer,0.0014060901477932928,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000668,6,thinking_minus_no_think_answer,0.0017990294843912122,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000668,13,think_answer_minus_no_think_answer,0.00047386493533849725,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000668,13,thinking_minus_think_answer,7.0843845605848485e-06,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000668,13,thinking_minus_no_think_answer,0.0004809493198990821,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000668,20,think_answer_minus_no_think_answer,0.00036858897656202264,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000668,20,thinking_minus_think_answer,8.449070155620636e-05,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000668,20,thinking_minus_no_think_answer,0.000453079678118229,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000684,6,think_answer_minus_no_think_answer,0.0005307413637638094,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000684,6,thinking_minus_think_answer,0.0007846770808100701,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000684,6,thinking_minus_no_think_answer,0.0013154184445738795,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000684,13,think_answer_minus_no_think_answer,0.00032691452652215984,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000684,13,thinking_minus_think_answer,-5.2621774375438864e-05,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000684,13,thinking_minus_no_think_answer,0.000274292752146721,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000684,20,think_answer_minus_no_think_answer,0.0001843454316258434,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000684,20,thinking_minus_think_answer,0.0001313509419560428,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000684,20,thinking_minus_no_think_answer,0.0003156963735818862,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000695,6,think_answer_minus_no_think_answer,0.00047625899314880345,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000695,6,thinking_minus_think_answer,0.0009252147749066355,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000695,6,thinking_minus_no_think_answer,0.001401473768055439,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000695,13,think_answer_minus_no_think_answer,-7.069315761327718e-05,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000695,13,thinking_minus_think_answer,0.00017982292920350976,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000695,13,thinking_minus_no_think_answer,0.00010912977159023259,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000695,20,think_answer_minus_no_think_answer,-0.0001268018037080764,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000695,20,thinking_minus_think_answer,0.0005052288994193081,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000695,20,thinking_minus_no_think_answer,0.00037842709571123167,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000697,6,think_answer_minus_no_think_answer,-9.168423712253545e-05,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000697,6,thinking_minus_think_answer,0.0004049105569720263,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000697,6,thinking_minus_no_think_answer,0.00031322631984949086,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000697,13,think_answer_minus_no_think_answer,-0.0003674790263175965,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000697,13,thinking_minus_think_answer,-2.892203629016859e-05,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000697,13,thinking_minus_no_think_answer,-0.0003964010626077651,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000697,20,think_answer_minus_no_think_answer,3.249887377023645e-05,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000697,20,thinking_minus_think_answer,-9.125526994466747e-05,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000697,20,thinking_minus_no_think_answer,-5.875639617443102e-05,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000713,6,think_answer_minus_no_think_answer,4.067085683345795e-05,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000713,6,thinking_minus_think_answer,0.0004207585006952286,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000713,6,thinking_minus_no_think_answer,0.0004614293575286865,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000713,13,think_answer_minus_no_think_answer,-0.0005832312628626822,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000713,13,thinking_minus_think_answer,0.0002583118155598642,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000713,13,thinking_minus_no_think_answer,-0.00032491944730281795,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000713,20,think_answer_minus_no_think_answer,4.249196499586053e-05,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000713,20,thinking_minus_think_answer,0.00021208338439464595,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000713,20,thinking_minus_no_think_answer,0.0002545753493905065,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000740,6,think_answer_minus_no_think_answer,0.00035541616380214795,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000740,6,thinking_minus_think_answer,0.00016056559979915532,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000740,6,thinking_minus_no_think_answer,0.0005159817636013033,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000740,13,think_answer_minus_no_think_answer,-0.00011325757950544392,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000740,13,thinking_minus_think_answer,-0.00018408875912427885,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000740,13,thinking_minus_no_think_answer,-0.00029734633862972277,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000740,20,think_answer_minus_no_think_answer,-9.634885936975462e-05,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000740,20,thinking_minus_think_answer,3.787800669670122e-05,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000740,20,thinking_minus_no_think_answer,-5.8470852673053395e-05,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000759,6,think_answer_minus_no_think_answer,-0.0002906423062086108,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000759,6,thinking_minus_think_answer,0.0016208222135901452,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000759,6,thinking_minus_no_think_answer,0.0013301799073815344,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000759,13,think_answer_minus_no_think_answer,-0.00023802276700735092,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000759,13,thinking_minus_think_answer,0.0002808196470141405,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000759,13,thinking_minus_no_think_answer,4.2796880006789554e-05,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000759,20,think_answer_minus_no_think_answer,0.0004579607397317887,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000759,20,thinking_minus_think_answer,-5.571357905864759e-05,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000759,20,thinking_minus_no_think_answer,0.00040224716067314113,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000760,6,think_answer_minus_no_think_answer,0.0003136819228529929,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000760,6,thinking_minus_think_answer,0.0011029146611690522,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000760,6,thinking_minus_no_think_answer,0.0014165965840220451,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000760,13,think_answer_minus_no_think_answer,0.0003768531605601311,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000760,13,thinking_minus_think_answer,-0.00018593817949295053,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000760,13,thinking_minus_no_think_answer,0.00019091498106718055,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000760,20,think_answer_minus_no_think_answer,0.00016640983521938298,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000760,20,thinking_minus_think_answer,-0.0002317577600479126,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000760,20,thinking_minus_no_think_answer,-6.534792482852962e-05,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000767,6,think_answer_minus_no_think_answer,0.0003262341022491457,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000767,6,thinking_minus_think_answer,0.0007505808025598535,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000767,6,thinking_minus_no_think_answer,0.0010768149048089991,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000767,13,think_answer_minus_no_think_answer,0.00011195223778486278,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000767,13,thinking_minus_think_answer,8.864942938089336e-05,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000767,13,thinking_minus_no_think_answer,0.00020060166716575614,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000767,20,think_answer_minus_no_think_answer,-8.597690612077713e-05,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000767,20,thinking_minus_think_answer,0.0004632228985428804,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000767,20,thinking_minus_no_think_answer,0.0003772459924221033,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000775,6,think_answer_minus_no_think_answer,0.00031414236873388273,True,False
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000775,6,thinking_minus_think_answer,-0.00048445127904415096,True,False
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000775,6,thinking_minus_no_think_answer,-0.00017030891031026823,True,False
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000775,13,think_answer_minus_no_think_answer,0.00017245709896087638,True,False
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000775,13,thinking_minus_think_answer,-0.0007039470598101615,True,False
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000775,13,thinking_minus_no_think_answer,-0.0005314899608492851,True,False
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000775,20,think_answer_minus_no_think_answer,0.00030746310949325605,True,False
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000775,20,thinking_minus_think_answer,-0.00044872015714645394,True,False
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000775,20,thinking_minus_no_think_answer,-0.0001412570476531979,True,False
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000776,6,think_answer_minus_no_think_answer,0.00013445373624563226,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000776,6,thinking_minus_think_answer,0.0014592396095395085,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000776,6,thinking_minus_no_think_answer,0.0015936933457851407,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000776,13,think_answer_minus_no_think_answer,4.085619002580643e-05,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000776,13,thinking_minus_think_answer,0.00035168938338756527,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000776,13,thinking_minus_no_think_answer,0.0003925455734133717,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000776,20,think_answer_minus_no_think_answer,4.070419818162901e-05,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000776,20,thinking_minus_think_answer,0.0005661675706505782,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000776,20,thinking_minus_no_think_answer,0.0006068717688322072,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000781,6,think_answer_minus_no_think_answer,-0.0002620780840516092,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000781,6,thinking_minus_think_answer,-6.570201367139816e-05,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000781,6,thinking_minus_no_think_answer,-0.0003277800977230074,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000781,13,think_answer_minus_no_think_answer,5.3613260388374155e-05,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000781,13,thinking_minus_think_answer,7.070861756801631e-05,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000781,13,thinking_minus_no_think_answer,0.00012432187795639047,True,True
Qwen_Qwen3-32B,32B,32.0,gsm8k_test_000781,20,think_answer_minus_no_think_answer,6.428007036447542e-05,True,True
