model,model_label,model_sort_key,hidden_dim,lid_value_normalization,experiment,condition,example_id,mode,prompt_variant,family,correct,segment,segment_label,layer,source,n_tokens,valid_tokens,low_lid_threshold,mean_lid,min_lid,max_lid,variance_lid,auc_lid,fraction_below_low_threshold,slope_lid,early_late_diff,boundary_jump_answer_minus_thinking,sample_scope
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_001165,no_think,canonical,,False,answer_segment,no_think_answer,20,exp_c_segment_sample,53,53,0.002237515151500702,0.005022743896950247,0.0019027376547455788,0.02111392840743065,8.190327028106707e-06,0.004878692190127017,0.09433962264150944,0.00269903749543822,0.0016974517742970163,-8.481461554765701e-05,per_model_kept_independent_plus_common_union
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_001182,no_think,canonical,,False,answer_segment,no_think_answer,6,exp_c_segment_sample,56,56,0.0014408948831260205,0.006285414902127481,0.0019200174137949944,0.021326513960957527,2.2940913015985607e-05,0.006081030953844841,0.0,-0.00018865205793942757,0.001091211751502539,0.004456428810954094,per_model_kept_independent_plus_common_union
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_001182,no_think,canonical,,False,answer_segment,no_think_answer,13,exp_c_segment_sample,56,56,0.0023021013475954537,0.005010816900591765,0.0024629791732877493,0.011874990537762642,4.081954773937099e-06,0.0049404068553650935,0.0,0.00029445049366948845,0.0009319807203220475,0.0014858408831059933,per_model_kept_independent_plus_common_union
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_001182,no_think,canonical,,False,answer_segment,no_think_answer,20,exp_c_segment_sample,56,56,0.002237515151500702,0.00561346164821381,0.0027230477426201105,0.0147340577095747,6.456654862499987e-06,0.0055353885728188544,0.0,0.0017634664230657894,0.002322687917122884,-0.0007240944541990757,per_model_kept_independent_plus_common_union
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_001188,no_think,canonical,,False,answer_segment,no_think_answer,6,exp_c_segment_sample,47,47,0.0014408948831260205,0.00660646807382557,0.003184305736795068,0.023653347045183182,1.611669467631263e-05,0.006350138837107173,0.0,0.002388944472879806,0.0007356554463816183,0.0027006310410797596,per_model_kept_independent_plus_common_union
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_001188,no_think,canonical,,False,answer_segment,no_think_answer,13,exp_c_segment_sample,47,47,0.0023021013475954537,0.005551597237230298,0.0024331812746822834,0.012328090146183968,5.076925549977183e-06,0.005480001579322245,0.0,0.0005593939865146727,-0.00032654759706929326,-0.002777564339339733,per_model_kept_independent_plus_common_union
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_001188,no_think,canonical,,False,answer_segment,no_think_answer,20,exp_c_segment_sample,47,47,0.002237515151500702,0.005875407534829797,0.002413329901173711,0.012713094241917133,5.4484797241308015e-06,0.005817858249192004,0.0,0.0011807580495827848,-0.0001476056834993269,4.696287214756012e-05,per_model_kept_independent_plus_common_union
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_001209,no_think,canonical,,False,answer_segment,no_think_answer,6,exp_c_segment_sample,65,65,0.0014408948831260205,0.006826250352717649,0.0008854979532770813,0.03804060071706772,3.8981078303113876e-05,0.006513852368698281,0.09230769230769231,-0.003480814002011424,-0.003424744132002267,0.0037759216502308846,per_model_kept_independent_plus_common_union
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_001209,no_think,canonical,,False,answer_segment,no_think_answer,13,exp_c_segment_sample,65,65,0.0023021013475954537,0.005253573224091759,0.0017731713596731424,0.017604967579245567,6.116538953082057e-06,0.00515081830235431,0.06153846153846154,-0.001129999350743386,-0.001387655960998553,0.0015034670941531658,per_model_kept_independent_plus_common_union
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_001209,no_think,canonical,,False,answer_segment,no_think_answer,20,exp_c_segment_sample,65,65,0.002237515151500702,0.0051661932303641855,0.0021923237945884466,0.01591918058693409,5.254378444800131e-06,0.0050776854768628255,0.015384615384615385,0.000609966608454711,0.00020498785135500582,-2.1670013666152954e-05,per_model_kept_independent_plus_common_union
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_001251,no_think,canonical,,False,answer_segment,no_think_answer,6,exp_c_segment_sample,71,71,0.0014408948831260205,0.0064436458575893455,0.001618573791347444,0.04453373700380325,3.632316228851313e-05,0.006101136255477156,0.0,-0.00025075600819198494,8.380753246860391e-05,0.006725716404616833,per_model_kept_independent_plus_common_union
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_001251,no_think,canonical,,False,answer_segment,no_think_answer,13,exp_c_segment_sample,71,71,0.0023021013475954537,0.005579119210433163,0.0023067963775247335,0.014437021687626839,7.18271647620195e-06,0.005510780554530875,0.0,0.0012875566222954131,0.000861313569152521,-0.0014783013612031937,per_model_kept_independent_plus_common_union
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_001251,no_think,canonical,,False,answer_segment,no_think_answer,20,exp_c_segment_sample,71,71,0.002237515151500702,0.005118536179176938,0.0021105597261339426,0.024638762697577477,1.0404074137975267e-05,0.0050532926805317395,0.028169014084507043,0.0022158898006547495,0.0015420495635933345,0.0014202399179339409,per_model_kept_independent_plus_common_union
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_001271,no_think,canonical,,False,answer_segment,no_think_answer,6,exp_c_segment_sample,71,71,0.0014408948831260205,0.006200972846118917,0.001955040730535984,0.029693447053432465,1.924370960674562e-05,0.005994556957323636,0.0,0.0008533170190967725,0.0005948863302667933,0.0029115378856658936,per_model_kept_independent_plus_common_union
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_001271,no_think,canonical,,False,answer_segment,no_think_answer,13,exp_c_segment_sample,71,71,0.0023021013475954537,0.005441643789567998,0.0024984334595501423,0.015623323619365692,6.714953657914445e-06,0.005371870632682529,0.0,-0.0005448875662394146,-0.0010048964241933496,-0.0008544148877263069,per_model_kept_independent_plus_common_union
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_001271,no_think,canonical,,False,answer_segment,no_think_answer,20,exp_c_segment_sample,71,71,0.002237515151500702,0.005581391037402439,0.0021155322901904583,0.013114357367157936,5.3374672160631495e-06,0.005531313084065914,0.014084507042253521,0.0006346837202078265,0.00012297262178940886,-0.0024219066835939884,per_model_kept_independent_plus_common_union
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_001307,no_think,canonical,,False,answer_segment,no_think_answer,6,exp_c_segment_sample,48,48,0.0014408948831260205,0.006449194178761293,0.00117195351049304,0.042729754000902176,5.4018668548213145e-05,0.005976023895547111,0.08333333333333333,-0.0008132207012564328,-0.0006658150329409782,0.00041592447087168694,per_model_kept_independent_plus_common_union
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_001307,no_think,canonical,,False,answer_segment,no_think_answer,13,exp_c_segment_sample,48,48,0.0023021013475954537,0.005035659409865427,0.001850482658483088,0.01509790774434805,8.253309922573767e-06,0.004921537234467713,0.08333333333333333,0.0005378137320061449,0.00029222771991044283,-0.0009469343349337578,per_model_kept_independent_plus_common_union
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_001307,no_think,canonical,,False,answer_segment,no_think_answer,20,exp_c_segment_sample,48,48,0.002237515151500702,0.00539517685441145,0.0019000614993274212,0.013762283138930798,6.270952160074993e-06,0.005346848703722688,0.0625,0.0021637386828898516,0.0021522163103024168,-0.0023006461560726166,per_model_kept_independent_plus_common_union
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_001317,no_think,canonical,,False,answer_segment,no_think_answer,6,exp_c_segment_sample,75,75,0.0014408948831260205,0.005594424707815051,0.0017925023566931486,0.04090337082743645,3.147713661676416e-05,0.005294055309826256,0.0,0.003058131744251828,0.0023898673427634335,-0.0007277689874172211,per_model_kept_independent_plus_common_union
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_001317,no_think,canonical,,False,answer_segment,no_think_answer,13,exp_c_segment_sample,75,75,0.0023021013475954537,0.004837025245651602,0.0024153445847332478,0.011646443046629429,3.329954708720197e-06,0.004797660165176903,0.0,0.00043462850839683613,0.0002823449597743003,-0.0002003684639930725,per_model_kept_independent_plus_common_union
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_001317,no_think,canonical,,False,answer_segment,no_think_answer,20,exp_c_segment_sample,75,75,0.002237515151500702,0.005435477510715525,0.0026940845418721437,0.011922435835003853,4.313052589842653e-06,0.005383379124985957,0.0,0.00014446913705844084,0.00025006587077912486,2.969382330775261e-05,per_model_kept_independent_plus_common_union
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,think,gsm8k_test_000007,think,canonical,,False,answer_segment,think_answer,6,exp_c_segment_sample,48,48,0.0014408948831260205,0.007176402228651568,0.0019673574715852737,0.031561531126499176,3.7026973295775905e-05,0.006932856589357586,0.0,-0.0007324265268612297,-0.0012963816601162153,0.0022441521286964417,per_model_kept_independent_plus_common_union
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,think,gsm8k_test_000007,think,canonical,,False,answer_segment,think_answer,13,exp_c_segment_sample,48,48,0.0023021013475954537,0.00521240154436479,0.0022608891595155,0.014589871279895306,5.357114338888169e-06,0.005110433825509663,0.020833333333333332,0.00025967100031711927,-0.00028924541159843463,-0.0020980690605938435,per_model_kept_independent_plus_common_union
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,think,gsm8k_test_000007,think,canonical,,False,answer_segment,think_answer,20,exp_c_segment_sample,48,48,0.002237515151500702,0.0049634074384812266,0.0023329982068389654,0.01202817726880312,4.8568731568293965e-06,0.004878606939529802,0.0,0.000485029489714269,0.0006719607238968219,-0.003657927270978689,per_model_kept_independent_plus_common_union
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,think,gsm8k_test_000007,think,canonical,,False,thinking_segment,thinking,6,exp_c_segment_sample,256,256,0.0014408948831260205,0.005601074814421736,0.00045456746011041105,0.03883326053619385,5.1235817969567574e-05,0.005587243908457095,0.23828125,-0.001619536296169886,-0.0006862816408101935,0.0022441521286964417,per_model_kept_independent_plus_common_union
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,think,gsm8k_test_000007,think,canonical,,False,thinking_segment,thinking,13,exp_c_segment_sample,256,256,0.0023021013475954537,0.005490688950658296,0.0005536559619940817,0.030517011880874634,2.340294420940697e-05,0.00546554416612328,0.24609375,-8.825196665736916e-05,-0.00029860959057259606,-0.0020980690605938435,per_model_kept_independent_plus_common_union
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,think,gsm8k_test_000007,think,canonical,,False,thinking_segment,thinking,20,exp_c_segment_sample,256,256,0.002237515151500702,0.0053663263656744675,0.0006260487716645002,0.027976570650935173,2.2881636423016555e-05,0.005327834514447181,0.2421875,-0.0002430283436699219,-0.00044122304097982123,-0.003657927270978689,per_model_kept_independent_plus_common_union
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,think,gsm8k_test_000031,think,canonical,,True,answer_segment,think_answer,6,exp_c_segment_sample,49,49,0.0014408948831260205,0.006263558035336283,0.0015262567903846502,0.03244710713624954,3.358660568368558e-05,0.005938577121317697,0.0,0.0007221394802006523,0.0010051019847966153,0.004378971643745899,per_model_kept_independent_plus_common_union
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,think,gsm8k_test_000031,think,canonical,,True,answer_segment,think_answer,13,exp_c_segment_sample,49,49,0.0023021013475954537,0.005087229684565445,0.0022925464436411858,0.0194365456700325,1.1617231771916779e-05,0.0049223653331864625,0.04081632653061224,0.001763942031836023,0.0014569324333793847,-0.0011123549193143845,per_model_kept_independent_plus_common_union
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,think,gsm8k_test_000031,think,canonical,,True,answer_segment,think_answer,20,exp_c_segment_sample,49,49,0.002237515151500702,0.005817146273329854,0.002149400068446994,0.013959280215203762,6.501570458849542e-06,0.005759779635506371,0.02040816326530612,0.0012987478746443334,0.0016850221257370254,-2.3441389203071594e-06,per_model_kept_independent_plus_common_union
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,think,gsm8k_test_000031,think,canonical,,True,thinking_segment,thinking,6,exp_c_segment_sample,256,256,0.0014408948831260205,0.006539892022374261,0.0010432304115965962,0.07254509627819061,9.941961053971701e-05,0.00649011476642995,0.04296875,-0.00679169918399217,-0.005709552371627069,0.004378971643745899,per_model_kept_independent_plus_common_union
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,think,gsm8k_test_000031,think,canonical,,True,thinking_segment,thinking,13,exp_c_segment_sample,256,256,0.0023021013475954537,0.006430206962704688,0.0012040701694786549,0.08060196787118912,4.8245391729251253e-05,0.006377251243280505,0.078125,-0.005289335280720458,-0.004062054485984845,-0.0011123549193143845,per_model_kept_independent_plus_common_union
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,think,gsm8k_test_000031,think,canonical,,True,thinking_segment,thinking,20,exp_c_segment_sample,256,256,0.002237515151500702,0.005485169459007011,0.0011710455873981118,0.022298064082860947,1.58517020238208e-05,0.005439881214710429,0.09375,-0.002168467986397253,-0.0017208502922585467,-2.3441389203071594e-06,per_model_kept_independent_plus_common_union
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,think,gsm8k_test_000054,think,canonical,,False,answer_segment,think_answer,6,exp_c_segment_sample,52,52,0.0014408948831260205,0.006846946093271702,0.0018400611588731408,0.03624747321009636,3.0205513035879207e-05,0.0065625671904497584,0.0,0.0011786369800990731,-0.00021555178010693003,0.0029337480664253235,per_model_kept_independent_plus_common_union
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,think,gsm8k_test_000054,think,canonical,,False,answer_segment,think_answer,13,exp_c_segment_sample,52,52,0.0023021013475954537,0.00576056013456904,0.002899360377341509,0.014157031662762165,4.098286410459403e-06,0.005685455216021808,0.0,0.0017326003337935919,0.0003716588880007081,-0.0016500381752848625,per_model_kept_independent_plus_common_union
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,think,gsm8k_test_000054,think,canonical,,False,answer_segment,think_answer,20,exp_c_segment_sample,52,52,0.002237515151500702,0.006684326414520351,0.002522279042750597,0.015712158754467964,9.40593993960936e-06,0.006600187927046241,0.0,0.0016951679525131862,0.001484477982068291,0.000357672106474638,per_model_kept_independent_plus_common_union
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,think,gsm8k_test_000054,think,canonical,,False,thinking_segment,thinking,6,exp_c_segment_sample,256,256,0.0014408948831260205,0.005785441326452201,0.0006603638175874949,0.08848845958709717,0.00011025598195601793,0.005732968476256917,0.29296875,-0.009419277306732065,-0.007750012288852304,0.0029337480664253235,per_model_kept_independent_plus_common_union
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,think,gsm8k_test_000054,think,canonical,,False,thinking_segment,thinking,13,exp_c_segment_sample,256,256,0.0023021013475954537,0.005817594879772514,0.0008573276572860777,0.054135922342538834,4.272738672114377e-05,0.0057316988209157186,0.31640625,-0.00673829646868791,-0.005219060531089781,-0.0016500381752848625,per_model_kept_independent_plus_common_union
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,think,gsm8k_test_000054,think,canonical,,False,thinking_segment,thinking,20,exp_c_segment_sample,256,256,0.002237515151500702,0.004852229727703161,0.0009672470041550696,0.0324225127696991,2.1099477021386522e-05,0.004801761367826653,0.27734375,-0.005292109766332873,-0.003811633087025257,0.000357672106474638,per_model_kept_independent_plus_common_union
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,think,gsm8k_test_000099,think,canonical,,True,answer_segment,think_answer,6,exp_c_segment_sample,47,47,0.0014408948831260205,0.008587397976798262,0.0017041523242369294,0.04085051640868187,5.861840647776395e-05,0.008224687888287008,0.0,-0.004564951341153379,-0.0012901903440554925,-0.014679964631795883,per_model_kept_independent_plus_common_union
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,think,gsm8k_test_000099,think,canonical,,True,answer_segment,think_answer,13,exp_c_segment_sample,47,47,0.0023021013475954537,0.005962737038374898,0.0027533783577382565,0.024015305563807487,1.0944773968513212e-05,0.0057751611988667555,0.0,0.0007594464720781681,0.0008800923048208151,-0.002143070101737976,per_model_kept_independent_plus_common_union
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,think,gsm8k_test_000099,think,canonical,,True,answer_segment,think_answer,20,exp_c_segment_sample,47,47,0.002237515151500702,0.00585841077895082,0.002845430513843894,0.014417550526559353,5.977541024759978e-06,0.005765561809074943,0.0,-0.0007752555836130775,0.00010140991071239114,-0.003488158341497183,per_model_kept_independent_plus_common_union
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,think,gsm8k_test_000099,think,canonical,,True,thinking_segment,thinking,6,exp_c_segment_sample,192,192,0.0014408948831260205,0.008169445682748725,0.001329455990344286,0.1081712543964386,0.0001546449173832152,0.008158317599469962,0.010416666666666666,-0.007253707982484389,-0.006120171698664005,-0.014679964631795883,per_model_kept_independent_plus_common_union
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,think,gsm8k_test_000099,think,canonical,,True,thinking_segment,thinking,13,exp_c_segment_sample,192,192,0.0023021013475954537,0.005788698553563639,0.0019307048059999943,0.03627448156476021,1.5151836111352235e-05,0.005743394709431143,0.036458333333333336,-0.0042542669296833585,-0.0033901747422836106,-0.002143070101737976,per_model_kept_independent_plus_common_union
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,think,gsm8k_test_000099,think,canonical,,True,thinking_segment,thinking,20,exp_c_segment_sample,192,192,0.002237515151500702,0.005497214894906695,0.0016781812300905585,0.019705891609191895,7.562787519471722e-06,0.005467531411464848,0.036458333333333336,-0.0023714568779002873,-0.0016952509758993983,-0.003488158341497183,per_model_kept_independent_plus_common_union
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,think,gsm8k_test_000109,think,canonical,,True,answer_segment,think_answer,6,exp_c_segment_sample,72,72,0.0014408948831260205,0.006697147706290707,0.0020111354533582926,0.05378030985593796,4.959163269005496e-05,0.006298906258372982,0.0,-0.0007434976778894601,4.902251789139396e-05,0.005397384520620108,per_model_kept_independent_plus_common_union
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,think,gsm8k_test_000109,think,canonical,,True,answer_segment,think_answer,13,exp_c_segment_sample,72,72,0.0023021013475954537,0.00547221903818556,0.0025109488051384687,0.01934066042304039,6.820048587433673e-06,0.005373899110028862,0.0,0.0008602765368586934,0.0007783377853532629,0.0010580113157629967,per_model_kept_independent_plus_common_union
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,think,gsm8k_test_000109,think,canonical,,True,answer_segment,think_answer,20,exp_c_segment_sample,72,72,0.002237515151500702,0.005415008552113755,0.0025649950839579105,0.01302898209542036,5.577896588196958e-06,0.00536330661762663,0.0,-0.0008955184417057997,-0.0005128830024558641,-0.0018099742010235786,per_model_kept_independent_plus_common_union
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,think,gsm8k_test_000109,think,canonical,,True,thinking_segment,thinking,6,exp_c_segment_sample,256,256,0.0014408948831260205,0.006005906110885917,0.0006968157831579447,0.06169826164841652,7.230374763366577e-05,0.006131337825773341,0.140625,-0.0030034792253056746,-0.0035571513153627166,0.005397384520620108,per_model_kept_independent_plus_common_union
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,think,gsm8k_test_000109,think,canonical,,True,thinking_segment,thinking,13,exp_c_segment_sample,256,256,0.0023021013475954537,0.0053424386674123525,0.001535038580186665,0.025520656257867813,1.3206677228188061e-05,0.0053040455536437076,0.12890625,-0.0021251458924406983,-0.0017530115674162516,0.0010580113157629967,per_model_kept_independent_plus_common_union
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,think,gsm8k_test_000109,think,canonical,,True,thinking_segment,thinking,20,exp_c_segment_sample,256,256,0.002237515151500702,0.005516368054713894,0.0009206442045979202,0.03210806846618652,1.4906768536823278e-05,0.0055419282487657075,0.140625,-0.0017001152711078654,-0.0013807171153530362,-0.0018099742010235786,per_model_kept_independent_plus_common_union
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,think,gsm8k_test_000118,think,canonical,,True,answer_segment,think_answer,6,exp_c_segment_sample,46,46,0.0014408948831260205,0.007651441072559227,0.0024568289518356323,0.04400354251265526,4.911839727251965e-05,0.007176718415899409,0.0,0.0028492828183200028,0.002491359366104006,0.005432169418781996,per_model_kept_independent_plus_common_union
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,think,gsm8k_test_000118,think,canonical,,True,answer_segment,think_answer,13,exp_c_segment_sample,46,46,0.0023021013475954537,0.006144902157678228,0.0026330240070819855,0.02253781445324421,1.081518342246219e-05,0.005960320148410069,0.0,0.004293974718788878,0.0028079660260118553,7.746182382106781e-05,per_model_kept_independent_plus_common_union
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,think,gsm8k_test_000118,think,canonical,,True,answer_segment,think_answer,20,exp_c_segment_sample,46,46,0.002237515151500702,0.006297432032980672,0.0031766616739332676,0.015455604530870914,8.427989725401775e-06,0.006255121658452683,0.0,0.004348136871238135,0.0030510531699595358,-0.00439820159226656,per_model_kept_independent_plus_common_union
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,think,gsm8k_test_000118,think,canonical,,True,thinking_segment,thinking,6,exp_c_segment_sample,183,183,0.0014408948831260205,0.0065823721405515664,0.001018308219499886,0.035058021545410156,4.932624843890967e-05,0.006562673507877472,0.1366120218579235,-0.007177302897507838,-0.005290722730063388,0.005432169418781996,per_model_kept_independent_plus_common_union
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,think,gsm8k_test_000118,think,canonical,,True,thinking_segment,thinking,13,exp_c_segment_sample,183,183,0.0023021013475954537,0.005648637584237576,0.0017557285027578473,0.018811823800206184,9.63842502292161e-06,0.005594649197978919,0.04371584699453552,-0.0024868818423966245,-0.001958134887821,7.746182382106781e-05,per_model_kept_independent_plus_common_union
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,think,gsm8k_test_000118,think,canonical,,True,thinking_segment,thinking,20,exp_c_segment_sample,183,183,0.002237515151500702,0.005513577375947778,0.0021691452711820602,0.01654241979122162,6.057737390183874e-06,0.005471622627637871,0.01092896174863388,-0.0016907393636616049,-0.001195023150142768,-0.00439820159226656,per_model_kept_independent_plus_common_union
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,think,gsm8k_test_000150,think,canonical,,False,answer_segment,think_answer,6,exp_c_segment_sample,49,49,0.0014408948831260205,0.0064563404398076995,0.002229454694315791,0.02291998825967312,1.3930333268678198e-05,0.006291447760304437,0.0,-0.00012769701301443913,-0.000428015652757424,0.0031702087726444006,per_model_kept_independent_plus_common_union
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,think,gsm8k_test_000150,think,canonical,,False,answer_segment,think_answer,13,exp_c_segment_sample,49,49,0.0023021013475954537,0.0047343152822280415,0.002232491271570325,0.012901227921247482,3.091027535994395e-06,0.004681960956077091,0.02040816326530612,-0.0006145256035486056,-0.0009783149804346832,-0.0024382928386330605,per_model_kept_independent_plus_common_union
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,think,gsm8k_test_000150,think,canonical,,False,answer_segment,think_answer,20,exp_c_segment_sample,49,49,0.002237515151500702,0.005217642827453662,0.0019221232505515218,0.010567078366875648,4.080629570747967e-06,0.005166103888768703,0.04081632653061224,-0.0003743896878571574,-0.0007362450705841184,-0.00017392076551914215,per_model_kept_independent_plus_common_union
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,think,gsm8k_test_000150,think,canonical,,False,thinking_segment,thinking,6,exp_c_segment_sample,256,256,0.0014408948831260205,0.005594042219627227,0.0007759032305330038,0.05574307218194008,5.0434547050450876e-05,0.005566618138298821,0.13671875,-0.004792790757941389,-0.0036788125180464704,0.0031702087726444006,per_model_kept_independent_plus_common_union
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,think,gsm8k_test_000150,think,canonical,,False,thinking_segment,thinking,13,exp_c_segment_sample,256,256,0.0023021013475954537,0.006213248387211934,0.0011374636087566614,0.07259806990623474,3.495630652062565e-05,0.00618331589780069,0.1015625,-0.002970186046764074,-0.0023465580234187655,-0.0024382928386330605,per_model_kept_independent_plus_common_union
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,think,gsm8k_test_000150,think,canonical,,False,thinking_segment,thinking,20,exp_c_segment_sample,256,256,0.002237515151500702,0.005720697815377207,0.0011015754425898194,0.018799569457769394,1.4847060961245844e-05,0.0057072972867013355,0.1484375,-0.0007886216241960488,-0.0009470543700444978,-0.00017392076551914215,per_model_kept_independent_plus_common_union
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,think,gsm8k_test_000182,think,canonical,,False,answer_segment,think_answer,6,exp_c_segment_sample,32,32,0.0014408948831260205,0.0066878703437396325,0.0020579856354743242,0.026506684720516205,2.7162749097468336e-05,0.006391399434857791,0.0,0.0015410403258019107,0.00036859497777186334,0.0040069567039608955,per_model_kept_independent_plus_common_union
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,think,gsm8k_test_000182,think,canonical,,False,answer_segment,think_answer,13,exp_c_segment_sample,32,32,0.0023021013475954537,0.0055887818889459595,0.002532000420615077,0.023814696818590164,1.2774928865195518e-05,0.005306000318077782,0.0,0.002976617225530473,0.0021055366669315845,-0.0007198229432106018,per_model_kept_independent_plus_common_union
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,think,gsm8k_test_000182,think,canonical,,False,answer_segment,think_answer,20,exp_c_segment_sample,32,32,0.002237515151500702,0.005424794006103184,0.003412005491554737,0.013975029811263084,4.473291631117078e-06,0.0054251029937257686,0.0,0.0007402319686000524,0.0006552998966071755,-0.0003789919428527355,per_model_kept_independent_plus_common_union
