model,model_label,model_sort_key,hidden_dim,lid_value_normalization,experiment,condition,example_id,mode,prompt_variant,family,correct,segment,segment_label,layer,source,n_tokens,valid_tokens,low_lid_threshold,mean_lid,min_lid,max_lid,variance_lid,auc_lid,fraction_below_low_threshold,slope_lid,early_late_diff,boundary_jump_answer_minus_thinking,sample_scope
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_000007,no_think,canonical,,False,answer_segment,no_think_answer,6,exp_c_segment_sample,61,61,0.0014408948831260205,0.005938187764468985,0.0019436641596257687,0.029428690671920776,2.5012978553674347e-05,0.005678125047901024,0.0,-0.001331368089165477,-0.0004827880038646981,0.0022441521286964417,per_model_kept_independent_plus_common_union
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_000007,no_think,canonical,,False,answer_segment,no_think_answer,13,exp_c_segment_sample,61,61,0.0023021013475954537,0.005879622895545403,0.0022634880151599646,0.027135688811540604,1.779361461208659e-05,0.005830690377236654,0.01639344262295082,0.0008739902803379881,0.0010115462500834838,-0.0020980690605938435,per_model_kept_independent_plus_common_union
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_000007,no_think,canonical,,False,answer_segment,no_think_answer,20,exp_c_segment_sample,61,61,0.002237515151500702,0.005128798292583374,0.0023882833775132895,0.013592155650258064,4.230459439032944e-06,0.005050777950479339,0.0,0.0002889406765377292,0.00013422036136034876,-0.003657927270978689,per_model_kept_independent_plus_common_union
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_000031,no_think,canonical,,False,answer_segment,no_think_answer,6,exp_c_segment_sample,66,66,0.0014408948831260205,0.006843064678832889,0.001721300184726715,0.041524600237607956,3.84957551619579e-05,0.006508699439179438,0.0,0.0022984605264853744,0.0020554583684048236,0.004378971643745899,per_model_kept_independent_plus_common_union
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_000031,no_think,canonical,,False,answer_segment,no_think_answer,13,exp_c_segment_sample,66,66,0.0023021013475954537,0.005444022135413958,0.0023973635397851467,0.016902966424822807,6.827112645659822e-06,0.0053772679315163534,0.0,0.0005373266099710785,0.0009751888128983624,-0.0011123549193143845,per_model_kept_independent_plus_common_union
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_000031,no_think,canonical,,False,answer_segment,no_think_answer,20,exp_c_segment_sample,66,66,0.002237515151500702,0.0055667138199858145,0.0019059509504586458,0.016040515154600143,6.73518062608347e-06,0.005472031823144509,0.030303030303030304,-0.00023360118261075063,-0.00017507385243387737,-2.3441389203071594e-06,per_model_kept_independent_plus_common_union
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_000054,no_think,canonical,,False,answer_segment,no_think_answer,6,exp_c_segment_sample,42,42,0.0014408948831260205,0.007415699600685565,0.0018018470145761967,0.039869893342256546,3.808014631947445e-05,0.006949884663676707,0.0,-0.0004067673383472462,-0.0009392177770760936,0.0029337480664253235,per_model_kept_independent_plus_common_union
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_000054,no_think,canonical,,False,answer_segment,no_think_answer,13,exp_c_segment_sample,42,42,0.0023021013475954537,0.005412355664053133,0.0027228794060647488,0.01301545836031437,5.481737828785604e-06,0.005315290468676789,0.0,0.0010289689154670502,-0.0002256864258511496,-0.0016500381752848625,per_model_kept_independent_plus_common_union
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_000054,no_think,canonical,,False,answer_segment,no_think_answer,20,exp_c_segment_sample,42,42,0.002237515151500702,0.006079191386344887,0.0025027019437402487,0.01659468561410904,6.539009193330626e-06,0.006011660318685377,0.0,-0.0008404930710074732,-0.00038310631432316496,0.000357672106474638,per_model_kept_independent_plus_common_union
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_000099,no_think,canonical,,False,answer_segment,no_think_answer,6,exp_c_segment_sample,55,55,0.0014408948831260205,0.007177292003126984,0.0015466032782569528,0.06440208852291107,8.313316756405105e-05,0.006563916274225684,0.0,0.0005414895061705956,-0.0002957675356550938,-0.014679964631795883,per_model_kept_independent_plus_common_union
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_000099,no_think,canonical,,False,answer_segment,no_think_answer,13,exp_c_segment_sample,55,55,0.0023021013475954537,0.0055895444725386125,0.002162146382033825,0.01357143372297287,5.759471481793744e-06,0.0055070843814906695,0.01818181818181818,-0.001913731795578414,-0.0014094712013112652,-0.002143070101737976,per_model_kept_independent_plus_common_union
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_000099,no_think,canonical,,False,answer_segment,no_think_answer,20,exp_c_segment_sample,55,55,0.002237515151500702,0.005654603407972239,0.0024900364223867655,0.014428517781198025,6.644974153174571e-06,0.005615379424179318,0.0,-0.0012663404439128406,-0.0011235287612570179,-0.003488158341497183,per_model_kept_independent_plus_common_union
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_000109,no_think,canonical,,True,answer_segment,no_think_answer,6,exp_c_segment_sample,60,60,0.0014408948831260205,0.006682016871248682,0.001711846562102437,0.033323295414447784,2.4504747195727553e-05,0.006398472208845413,0.0,-0.0010524674929434123,-0.0005493421883632733,0.005397384520620108,per_model_kept_independent_plus_common_union
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_000109,no_think,canonical,,True,answer_segment,no_think_answer,13,exp_c_segment_sample,60,60,0.0023021013475954537,0.005353610605622331,0.002103517297655344,0.011992544867098331,4.045534365138542e-06,0.005296409635220544,0.016666666666666666,-0.00042413652523374564,-0.00043393239999810814,0.0010580113157629967,per_model_kept_independent_plus_common_union
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_000109,no_think,canonical,,True,answer_segment,no_think_answer,20,exp_c_segment_sample,60,60,0.002237515151500702,0.005419842797952394,0.001912818755954504,0.015363326296210289,5.104387037432388e-06,0.005369306151297385,0.016666666666666666,-0.0006128955098082794,-0.00038728783838450943,-0.0018099742010235786,per_model_kept_independent_plus_common_union
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_000118,no_think,canonical,,True,answer_segment,no_think_answer,6,exp_c_segment_sample,65,65,0.0014408948831260205,0.006410484148475986,0.001540333149023354,0.04025701805949211,5.232416842483653e-05,0.006070529143471504,0.0,0.00516700217389612,0.004732507904169752,0.005432169418781996,per_model_kept_independent_plus_common_union
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_000118,no_think,canonical,,True,answer_segment,no_think_answer,13,exp_c_segment_sample,65,65,0.0023021013475954537,0.005433255129565413,0.003247217508032918,0.01571608893573284,5.294139018383527e-06,0.0053410066284413915,0.0,0.0022418283551306145,0.0018126010237371221,7.746182382106781e-05,per_model_kept_independent_plus_common_union
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_000118,no_think,canonical,,True,answer_segment,no_think_answer,20,exp_c_segment_sample,65,65,0.002237515151500702,0.005553353441735873,0.002689044689759612,0.01798119582235813,6.707919687183191e-06,0.005458746712974971,0.0,0.002549336068462448,0.0013648362227660768,-0.00439820159226656,per_model_kept_independent_plus_common_union
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_000150,no_think,canonical,,False,answer_segment,no_think_answer,6,exp_c_segment_sample,47,47,0.0014408948831260205,0.006819890970562367,0.002191547304391861,0.026839669793844223,1.764222266560693e-05,0.006501339133019033,0.0,-0.00040397400957869356,0.00013853056589141488,0.0031702087726444006,per_model_kept_independent_plus_common_union
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_000150,no_think,canonical,,False,answer_segment,no_think_answer,13,exp_c_segment_sample,47,47,0.0023021013475954537,0.004701653787707712,0.002271285280585289,0.012653039768338203,3.411910008079733e-06,0.004646125371041506,0.02127659574468085,-0.0009043924547632803,-0.0009724353440105915,-0.0024382928386330605,per_model_kept_independent_plus_common_union
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_000150,no_think,canonical,,False,answer_segment,no_think_answer,20,exp_c_segment_sample,47,47,0.002237515151500702,0.0051994751346238115,0.0019639048259705305,0.013528210110962391,4.934495646343365e-06,0.005115171195939182,0.0425531914893617,-0.0009696919525517756,-0.00033993632920707294,-0.00017392076551914215,per_model_kept_independent_plus_common_union
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_000182,no_think,canonical,,False,answer_segment,no_think_answer,6,exp_c_segment_sample,28,28,0.0014408948831260205,0.0059284381734739456,0.002070138230919838,0.02962183952331543,2.8906588539295346e-05,0.005416793593515953,0.0,0.001844765767546856,0.0009567691678447387,0.0040069567039608955,per_model_kept_independent_plus_common_union
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_000182,no_think,canonical,,False,answer_segment,no_think_answer,13,exp_c_segment_sample,28,28,0.0023021013475954537,0.004793789736660463,0.002223987365141511,0.012021530419588089,4.779712256435089e-06,0.004641678641308789,0.03571428571428571,0.0008763342561301192,0.0005193414898323166,-0.0007198229432106018,per_model_kept_independent_plus_common_union
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_000182,no_think,canonical,,False,answer_segment,no_think_answer,20,exp_c_segment_sample,28,28,0.002237515151500702,0.006088546011596918,0.0034957982134073973,0.011229661293327808,4.10186395576427e-06,0.005998508461440604,0.0,0.001686950427539684,0.001286088089857783,-0.0003789919428527355,per_model_kept_independent_plus_common_union
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_000247,no_think,canonical,,False,answer_segment,no_think_answer,6,exp_c_segment_sample,47,47,0.0014408948831260205,0.00541803461345943,0.0008474934147670865,0.03705447167158127,3.1074748316733314e-05,0.00500504333024804,0.1276595744680851,4.682021507834924e-05,-2.467616771664044e-07,0.012623039074242115,per_model_kept_independent_plus_common_union
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_000247,no_think,canonical,,False,answer_segment,no_think_answer,13,exp_c_segment_sample,47,47,0.0023021013475954537,0.004480570713256268,0.0014838562346994877,0.016787029802799225,5.489482400999746e-06,0.00432644621975234,0.14893617021276595,0.00051438280299524,0.0005411406940159695,-0.00014208117499947548,per_model_kept_independent_plus_common_union
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_000247,no_think,canonical,,False,answer_segment,no_think_answer,20,exp_c_segment_sample,47,47,0.002237515151500702,0.004877285263996492,0.001887624617666006,0.014673876576125622,5.263031021926333e-06,0.00477239227367808,0.1276595744680851,0.002233921602229648,0.0022373058406325672,0.00220788037404418,per_model_kept_independent_plus_common_union
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_000254,no_think,canonical,,False,answer_segment,no_think_answer,6,exp_c_segment_sample,39,39,0.0014408948831260205,0.006374267503046072,0.0024315197952091694,0.028371499851346016,2.2147105399846318e-05,0.006033545788867693,0.0,-0.000966324716304932,-0.000699166557751596,-0.0013868287205696106,per_model_kept_independent_plus_common_union
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_000254,no_think,canonical,,False,answer_segment,no_think_answer,13,exp_c_segment_sample,39,39,0.0023021013475954537,0.005653520872911964,0.0025355180259793997,0.011220527812838554,6.645362692524225e-06,0.005591746542210643,0.0,-0.0008326034706372471,3.9944169111550375e-05,-0.00171753391623497,per_model_kept_independent_plus_common_union
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_000254,no_think,canonical,,False,answer_segment,no_think_answer,20,exp_c_segment_sample,39,39,0.002237515151500702,0.005141660266627486,0.0023239206057041883,0.01003601960837841,2.9577430082673556e-06,0.005083582284370143,0.0,-0.000775366521870287,-0.00028084777295589447,-0.004406176973134279,per_model_kept_independent_plus_common_union
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_000273,no_think,canonical,,False,answer_segment,no_think_answer,6,exp_c_segment_sample,43,43,0.0014408948831260205,0.006090176283641783,0.0015569513197988272,0.04134397208690643,3.837022522779485e-05,0.0055898786550166,0.0,0.0030397362098881437,0.0018980508691377254,0.003649341408163309,per_model_kept_independent_plus_common_union
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_000273,no_think,canonical,,False,answer_segment,no_think_answer,13,exp_c_segment_sample,43,43,0.0023021013475954537,0.005326397516656407,0.0021113790571689606,0.013858060352504253,8.787712677998324e-06,0.00521142782998227,0.046511627906976744,0.00017663739802784568,-0.00016911103474822903,0.0001567215658724308,per_model_kept_independent_plus_common_union
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_000273,no_think,canonical,,False,answer_segment,no_think_answer,20,exp_c_segment_sample,43,43,0.002237515151500702,0.006320327893982447,0.0026862886734306812,0.015280724503099918,6.208196301953936e-06,0.006219163481589585,0.0,0.0006323133351135571,0.0005464653738520365,-0.0010930434800684452,per_model_kept_independent_plus_common_union
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_000325,no_think,canonical,,False,answer_segment,no_think_answer,6,exp_c_segment_sample,70,70,0.0014408948831260205,0.00615700495296291,0.0021735678892582655,0.027859747409820557,1.7835914934771322e-05,0.0059697167084052935,0.0,-0.0004215165155694223,-0.0004901979118585587,0.00532230781391263,per_model_kept_independent_plus_common_union
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_000325,no_think,canonical,,False,answer_segment,no_think_answer,13,exp_c_segment_sample,70,70,0.0023021013475954537,0.005353425885550678,0.0024848345201462507,0.013711398467421532,4.2939319830509085e-06,0.005291956139431483,0.0,-0.0012376781851915182,-0.0009582993677920764,0.00023567210882902145,per_model_kept_independent_plus_common_union
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_000325,no_think,canonical,,False,answer_segment,no_think_answer,20,exp_c_segment_sample,70,70,0.002237515151500702,0.005414228081437094,0.0025736712850630283,0.012600625865161419,4.1305464041311e-06,0.005367746148123474,0.0,-0.000639507957215097,-0.0009173814776457017,7.738359272480011e-06,per_model_kept_independent_plus_common_union
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_000351,no_think,canonical,,True,answer_segment,no_think_answer,6,exp_c_segment_sample,53,53,0.0014408948831260205,0.006120884689976866,0.0018667452968657017,0.03133915737271309,2.849785872733182e-05,0.005793740350502329,0.0,0.00016436570146330552,-8.787440934351475e-05,0.0023768418468534946,per_model_kept_independent_plus_common_union
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_000351,no_think,canonical,,True,answer_segment,no_think_answer,13,exp_c_segment_sample,53,53,0.0023021013475954537,0.005248538556702013,0.002438062336295843,0.01201973482966423,4.549753616618563e-06,0.005178054897651935,0.0,-0.0007320235383772975,-0.00059009315113404,-0.00022126175463199615,per_model_kept_independent_plus_common_union
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_000351,no_think,canonical,,True,answer_segment,no_think_answer,20,exp_c_segment_sample,53,53,0.002237515151500702,0.005759795082135583,0.002766232006251812,0.026629317551851273,1.4962633453321998e-05,0.005685599543190059,0.0,-0.00022253581270012966,-0.00037044266770992935,-0.0034474474377930164,per_model_kept_independent_plus_common_union
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_000361,no_think,canonical,,False,answer_segment,no_think_answer,6,exp_c_segment_sample,58,58,0.0014408948831260205,0.005914200536890662,0.001922798459418118,0.02593408152461052,1.9012406278328746e-05,0.005695898802705894,0.0,0.0019245692564845143,0.0017060627617562817,-0.006320571526885033,per_model_kept_independent_plus_common_union
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_000361,no_think,canonical,,False,answer_segment,no_think_answer,13,exp_c_segment_sample,58,58,0.0023021013475954537,0.0054701179755723165,0.002753464039415121,0.017553655430674553,8.532469448172236e-06,0.005392934179358316,0.0,0.0014452713394449393,0.0008818694700797403,-0.004938994534313679,per_model_kept_independent_plus_common_union
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_000361,no_think,canonical,,False,answer_segment,no_think_answer,20,exp_c_segment_sample,58,58,0.002237515151500702,0.0058205310809265436,0.0028757250402122736,0.01171106193214655,2.8413886932393846e-06,0.005763588787726404,0.0,0.0012479350091927598,0.0007086639602979028,-0.002552939113229513,per_model_kept_independent_plus_common_union
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_000389,no_think,canonical,,False,answer_segment,no_think_answer,6,exp_c_segment_sample,65,65,0.0014408948831260205,0.006117760694514101,0.002065279521048069,0.02267526462674141,1.8013212989710546e-05,0.005898051666008541,0.0,-0.0018898566305585304,-0.0012293389231404833,-0.003570166416466236,per_model_kept_independent_plus_common_union
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_000389,no_think,canonical,,False,answer_segment,no_think_answer,13,exp_c_segment_sample,65,65,0.0023021013475954537,0.005666817936043326,0.002859017811715603,0.018394360318779945,5.493936181184549e-06,0.0055703270591038745,0.0,-2.424540193556432e-05,-0.0005088291295311034,-0.0015564635396003723,per_model_kept_independent_plus_common_union
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_000389,no_think,canonical,,False,answer_segment,no_think_answer,20,exp_c_segment_sample,65,65,0.002237515151500702,0.006163208150806335,0.0025658654049038887,0.014413859695196152,6.556375039380427e-06,0.006114618219726253,0.0,-0.0005359483537609368,-0.0007752142572665915,-0.003424542024731636,per_model_kept_independent_plus_common_union
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_000433,no_think,canonical,,False,answer_segment,no_think_answer,6,exp_c_segment_sample,40,40,0.0014408948831260205,0.006552392680896446,0.002026722300797701,0.028382735326886177,2.5474613190400078e-05,0.006242354609406532,0.0,0.004363700888608013,0.0026760501554235813,0.002295583952218294,per_model_kept_independent_plus_common_union
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_000433,no_think,canonical,,False,answer_segment,no_think_answer,13,exp_c_segment_sample,40,40,0.0023021013475954537,0.005145176505902782,0.0020505592692643404,0.01293049193918705,6.040066192955672e-06,0.005074593113162196,0.025,0.0006475555594079177,-7.358693983405828e-05,-0.0009110742248594761,per_model_kept_independent_plus_common_union
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_000433,no_think,canonical,,False,answer_segment,no_think_answer,20,exp_c_segment_sample,40,40,0.002237515151500702,0.005956886429339647,0.002283578971400857,0.01416254136711359,4.989737314856857e-06,0.005900020096212245,0.0,-0.000540897285384017,-0.0007938232505694028,-0.0029610437341034412,per_model_kept_independent_plus_common_union
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_000449,no_think,canonical,,False,answer_segment,no_think_answer,6,exp_c_segment_sample,37,37,0.0014408948831260205,0.006832179629143227,0.0016146168345585465,0.03537411242723465,3.3638899197302804e-05,0.006325102091068401,0.0,9.037635373918744e-05,5.189108196645975e-05,0.001791846938431263,per_model_kept_independent_plus_common_union
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_000449,no_think,canonical,,False,answer_segment,no_think_answer,13,exp_c_segment_sample,37,37,0.0023021013475954537,0.005148007672884174,0.00248773698695004,0.010949312709271908,3.6119840403076204e-06,0.00505972073491042,0.0,0.0020500249110141045,0.001469684299081564,0.0004774974659085274,per_model_kept_independent_plus_common_union
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_000449,no_think,canonical,,False,answer_segment,no_think_answer,20,exp_c_segment_sample,37,37,0.002237515151500702,0.0061688209078400525,0.003193638985976577,0.018321441486477852,1.023485708535948e-05,0.006096171512682405,0.0,0.003188291900416314,0.0021290864329785103,9.493716061115265e-05,per_model_kept_independent_plus_common_union
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_000460,no_think,canonical,,False,answer_segment,no_think_answer,6,exp_c_segment_sample,59,59,0.0014408948831260205,0.0063780842159511675,0.0012407987378537655,0.04044698551297188,4.045792953867678e-05,0.006118251966184069,0.03389830508474576,0.0027703134031271735,0.0026711408048868185,0.002561731729656458,per_model_kept_independent_plus_common_union
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_000460,no_think,canonical,,False,answer_segment,no_think_answer,13,exp_c_segment_sample,59,59,0.0023021013475954537,0.005483599608543061,0.002425160026177764,0.011448387056589127,3.4581918837411277e-06,0.00542678676770422,0.0,0.00014669817114658685,0.00013102209195494686,-0.00031568948179483414,per_model_kept_independent_plus_common_union
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_000460,no_think,canonical,,False,answer_segment,no_think_answer,20,exp_c_segment_sample,59,59,0.002237515151500702,0.00611471086030163,0.0031315793748944998,0.013738955371081829,4.724124171855732e-06,0.0060581762809306374,0.0,0.00043937174871689743,0.000303281378000975,-0.00025637121871113777,per_model_kept_independent_plus_common_union
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_000534,no_think,canonical,,False,answer_segment,no_think_answer,6,exp_c_segment_sample,48,48,0.0014408948831260205,0.0077922951313667,0.001885560224764049,0.051890358328819275,5.9629301121587166e-05,0.007234962419309516,0.0,0.0010173912065065559,0.0003486116086908915,-0.0012563364580273628,per_model_kept_independent_plus_common_union
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_000534,no_think,canonical,,False,answer_segment,no_think_answer,13,exp_c_segment_sample,48,48,0.0023021013475954537,0.005683290248271078,0.00211244635283947,0.014143727719783783,7.629498424558807e-06,0.005604653624183638,0.020833333333333332,0.001088465294297022,0.000619623189171155,-0.005068042781203985,per_model_kept_independent_plus_common_union
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_000534,no_think,canonical,,False,answer_segment,no_think_answer,20,exp_c_segment_sample,48,48,0.002237515151500702,0.006232815595770565,0.002262487541884184,0.016603883355855942,9.142649418327121e-06,0.006139988223328553,0.0,7.546900436566837e-05,-0.0007609573658555746,-0.0014545205049216747,per_model_kept_independent_plus_common_union
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_000543,no_think,canonical,,False,answer_segment,no_think_answer,6,exp_c_segment_sample,46,46,0.0014408948831260205,0.008288761026367707,0.0017650555819272995,0.03878851979970932,4.611230903893317e-05,0.007889688038267196,0.0,-0.0018029063895894403,-0.0008676080809285249,0.006508784834295511,per_model_kept_independent_plus_common_union
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_000543,no_think,canonical,,False,answer_segment,no_think_answer,13,exp_c_segment_sample,46,46,0.0023021013475954537,0.005629985998182193,0.00268269213847816,0.013812242075800896,6.223537291122057e-06,0.005538642096022764,0.0,-3.223596864434179e-05,-0.00013614777708426118,0.001128915697336197,per_model_kept_independent_plus_common_union
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_000543,no_think,canonical,,False,answer_segment,no_think_answer,20,exp_c_segment_sample,46,46,0.002237515151500702,0.005864119440641092,0.0027553881518542767,0.012650638818740845,5.107737293795094e-06,0.005823102474419607,0.0,-0.0021951267819689687,-0.0016306610583948587,0.00016951095312833786,per_model_kept_independent_plus_common_union
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_000561,no_think,canonical,,True,answer_segment,no_think_answer,6,exp_c_segment_sample,79,79,0.0014408948831260205,0.004857214113190487,0.0016151147428900003,0.0305932704359293,2.2387151107407438e-05,0.004617816677543884,0.0,0.0009808557885374795,0.0018406355346087368,0.00588586600497365,per_model_kept_independent_plus_common_union
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_000561,no_think,canonical,,True,answer_segment,no_think_answer,13,exp_c_segment_sample,79,79,0.0023021013475954537,0.004707142486696756,0.002122776582837105,0.012434564530849457,3.3458529159714252e-06,0.0046392972551238445,0.012658227848101266,-0.0003032777194652845,-8.718763710930961e-05,0.0009808652102947235,per_model_kept_independent_plus_common_union
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_000561,no_think,canonical,,True,answer_segment,no_think_answer,20,exp_c_segment_sample,79,79,0.002237515151500702,0.005047741767514167,0.002294655656442046,0.012394177727401257,3.86619318015992e-06,0.005008606580444252,0.0,0.0013742448107775622,0.0014000072143971918,0.0006927074864506721,per_model_kept_independent_plus_common_union
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_000582,no_think,canonical,,False,answer_segment,no_think_answer,6,exp_c_segment_sample,62,62,0.0014408948831260205,0.0067215332303256275,0.0022943050134927034,0.027410687878727913,2.067416504374764e-05,0.00651879821995609,0.0,0.0021144791342426732,0.0018240418867208064,-0.0026537757366895676,per_model_kept_independent_plus_common_union
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_000582,no_think,canonical,,False,answer_segment,no_think_answer,13,exp_c_segment_sample,62,62,0.0023021013475954537,0.005538222413780468,0.002751266583800316,0.013817441649734974,6.819951718867668e-06,0.005480787296947397,0.0,0.00047305706472131374,0.0009979522874346003,-0.001233401708304882,per_model_kept_independent_plus_common_union
Qwen_Qwen3-1.7B,1.7B,1.7,2048,hidden_dim,exp_c,no_think,gsm8k_test_000582,no_think,canonical,,False,answer_segment,no_think_answer,20,exp_c_segment_sample,62,62,0.002237515151500702,0.005680925926313766,0.002112021902576089,0.011005553416907787,4.09955222512715e-06,0.005643213835743363,0.016129032258064516,0.0011278386900169962,0.0009473815298406407,-0.0029656034894287586,per_model_kept_independent_plus_common_union
